order_date,color,customer_id,sales
127453,2015-12-19,red,JK-15370,526.736
127481,2015-12-12,white,JD-15895,130.28
127502,2015-12-10,red,MT-17815,5.76
127509,2015-11-09,red,AS-10090,1085.16
127544,2015-08-08,red,RD-19585,79.99
127593,2015-09-21,white,DH-13675,85.3
127607,2015-03-20,red,JK-15730,21.375999999999998
127754,2015-07-26,red,CK-12760,266.35200000000003
127824,2015-10-18,red,JC-15775,277.634
128013,2015-08-09,red,MF-18250,154.14
128027,2015-09-14,white,CM-12385,269.49
128083,2015-03-12,red,EB-13750,45.976000000000006
128125,2015-03-31,red,EB-13705,120.756
128139,2015-07-03,red,BD-11725,365.91
128167,2015-06-22,white,KL-16645,4.96
128356,2015-10-02,red,RP-19390,10.944
128608,2015-01-12,red,CS-12490,389.434
128860,2015-06-29,red,SC-20725,20.104
128958,2015-01-24,red,CR-12820,13.12
128993,2015-09-12,white,CC-12670,21.98
129042,2015-12-12,red,EM-13960,8.22
129098,2015-10-09,red,DK-13090,30.84
129112,2015-11-29,red,AW-10840,30.264
129217,2015-05-10,white,DP-13390,107.75399999999999
129322,2015-08-08,white,DB-13405,601.44
129392,2015-07-08,white,DM-13015,21.12
129476,2015-10-15,red,PA-19060,339.96
129525,2015-11-15,red,VP-21760,166.92
129532,2015-12-08,red,YS-21880,457.96
129546,2015-09-28,red,RP-19855,351.916
129700,2015-05-04,red,LA-16780,22.288
129770,2015-02-21,white,JE-15715,49.12
129854,2015-08-22,red,RB-19705,16.52
129896,2015-06-15,red,PF-19120,496.89599999999996
129917,2015-10-02,red,HM-14980,569.336
130022,2015-08-10,red,JK-16120,74.94
130113,2015-12-27,red,AH-10030,991.26
130183,2015-11-13,red,PO-18850,613.9992
130204,2015-09-03,red,DB-13120,178.79
130218,2015-03-23,red,SG-20470,59.48
130253,2015-12-14,red,PP-18955,15.24
130365,2015-04-25,red,ZC-21910,349.082
130456,2015-08-21,red,DS-13180,667.378
130554,2015-04-07,red,FM-14290,11.735999999999999
130610,2015-07-05,red,VP-21730,19.0
130659,2015-12-04,white,MS-17365,2201.864
130736,2015-12-07,red,JF-15490,6.57
130785,2015-09-05,red,AG-10900,733.283
130792,2015-04-28,red,RA-19915,44.66
130848,2015-10-25,white,DG-13300,582.336
130855,2015-12-29,red,RF-19840,6.36
130876,2015-05-12,white,AZ-10750,36.63
130883,2015-09-26,red,TB-21520,412.664
130890,2015-11-02,red,JO-15280,1038.84
130974,2015-11-27,white,MA-17560,1170.9180000000001
130995,2015-11-01,red,QJ-19255,4.95
131072,2015-11-05,white,KL-16645,98.352
131128,2015-10-19,red,TB-21520,34.44
131338,2015-08-09,red,NP-18325,3385.614
131352,2015-10-08,red,GH-14485,72.78
131422,2015-11-05,red,GB-14530,207.0
131457,2015-10-31,red,MZ-17515,14.28
131534,2015-03-28,red,AB-10165,199.64
131597,2015-09-14,red,SP-20620,170.136
131758,2015-05-28,red,KB-16315,60.87
131779,2015-06-12,red,LE-16810,29.9
131856,2015-05-12,red,JG-15160,769.0239999999999
131884,2015-12-06,white,DK-13375,594.002
132080,2015-08-22,red,DP-13105,50.111999999999995
132101,2015-03-19,red,JO-15550,453.57599999999996
132136,2015-03-08,red,FO-14305,8.568
132276,2015-02-23,red,LC-16960,37.775999999999996
132318,2015-10-30,red,TT-21220,182.91
132374,2015-02-22,white,PS-19045,79.36
132388,2015-10-10,red,KN-16390,393.186
132465,2015-09-11,white,DM-13525,1082.15
132486,2015-10-23,white,JF-15355,1446.7839999999999
132507,2015-07-30,white,CC-12610,61.792
132570,2015-10-31,white,KT-16480,82.74
132626,2015-07-09,red,BT-11680,1133.82
132633,2015-02-03,white,KH-16630,12.144
132815,2015-09-19,white,RW-19540,22.96
132906,2015-09-10,red,CC-12145,51.52
132941,2015-05-25,red,MM-18280,262.72
132948,2015-03-27,red,MV-17485,83.7
133025,2015-09-17,white,MO-17800,32.4
133242,2015-06-18,red,KH-16510,1046.47
133396,2015-08-13,red,GK-14620,64.68
133445,2015-10-05,red,JF-15490,357.462
133452,2015-04-13,red,ZC-21910,910.7919999999999
133494,2015-03-01,red,RP-19390,3.552
133536,2015-03-28,white,JH-15820,22.92
133585,2015-03-01,red,CM-12715,1283.3264
133627,2015-05-31,red,SC-20050,22.2
133837,2015-04-13,red,TH-21100,10.744000000000002
133977,2015-09-06,white,AT-10435,3.444
134075,2015-12-12,red,HA-14905,526.88
134082,2015-12-11,red,JK-15640,110.52799999999999
134117,2015-12-17,white,PG-18895,450.194
134201,2015-04-10,red,EH-14125,156.71
134257,2015-03-16,white,MS-17710,498.93
134719,2015-10-10,red,JD-15790,1801.632
134747,2015-10-12,white,DL-12925,412.24
134782,2015-12-27,red,MD-17350,105.42
134859,2015-10-04,red,JK-16120,85.68
134894,2015-12-07,red,DK-12985,436.86
134922,2015-11-07,red,KB-16240,24.4
134943,2015-12-05,red,SU-20665,152.8
134992,2015-09-22,white,MG-17875,80.38
135020,2015-05-28,red,MS-17770,632.856
135174,2015-04-30,white,BP-11230,1022.97
135251,2015-08-06,red,RP-19270,467.6532
135272,2015-12-07,red,MS-17830,79.92
135314,2015-07-09,white,MC-17575,269.982
135363,2015-03-28,red,CK-12205,20.784000000000002
135391,2015-02-09,white,FA-14230,80.88
135489,2015-09-19,white,GW-14605,279.86
135510,2015-09-05,red,TW-21025,67.96
135538,2015-12-24,red,HR-14830,883.84
135545,2015-11-24,red,KM-16720,266.29400000000004
135580,2015-12-30,red,CL-12565,3251.34
135622,2015-12-08,white,TT-21460,2079.112
135685,2015-11-16,white,MP-18175,2233.02
135727,2015-05-11,white,PS-18970,191.968
135853,2015-12-11,red,CA-12775,324.22
136105,2015-06-12,red,SZ-20035,24.56
136147,2015-11-13,red,FM-14380,233.06400000000002
136196,2015-11-28,red,TP-21415,322.59
136224,2015-05-31,white,ML-18265,10.272
136378,2015-04-02,red,CS-11845,9.156
136420,2015-11-20,red,CS-12250,139.816
136469,2015-07-11,red,TS-21370,1136.896
136658,2015-09-10,red,BO-11425,6.08
136700,2015-12-06,white,DB-13120,8.96
136728,2015-09-13,white,AG-10900,177.896
136735,2015-07-26,red,HA-14920,167.86
136798,2015-05-08,red,DL-12925,545.91
136805,2015-05-23,white,NM-18445,925.83
137064,2015-02-06,red,TS-21655,692.2139999999999
137071,2015-12-20,red,ED-13885,100.8
137106,2015-03-31,red,SC-20260,79.96
137113,2015-12-01,white,TW-21025,4210.65
137225,2015-12-15,red,JK-15640,3.28
137281,2015-06-13,red,BF-10975,6.48
137302,2015-04-26,red,BW-11110,485.784
137512,2015-05-07,red,AG-10675,259.942
137526,2015-01-13,red,PB-19150,612.4580000000001
137603,2015-09-19,red,MH-17290,8.4
137708,2015-11-22,white,NG-18430,114.37
137750,2015-06-25,red,JF-15565,204.85
137897,2015-11-14,red,PJ-18835,134.5
137925,2015-11-30,red,JL-15235,705.068
137946,2015-09-01,white,DB-13615,979.1039999999999
137974,2015-04-16,red,LL-16840,2298.9
138002,2015-09-06,red,BT-11305,197.916
138009,2015-11-29,red,SF-20965,1542.47
138219,2015-03-23,red,BP-11095,33.36
138331,2015-08-07,red,JK-15625,106.8
138457,2015-09-13,red,AM-10705,13.092
138485,2015-02-27,white,NP-18670,538.92
138492,2015-05-15,red,FC-14335,51.968
138534,2015-07-17,white,JM-15535,195.46599999999998
138625,2015-11-02,red,EG-13900,197.72
138674,2015-11-14,red,KB-16585,259.86400000000003
138898,2015-05-25,red,JH-16180,845.7280000000001
138954,2015-11-15,red,MH-17785,224.93400000000003
139094,2015-11-22,red,MO-17800,206.96200000000002
139164,2015-06-23,red,CS-12355,366.99
139248,2015-07-25,red,RD-19930,623.96
139290,2015-10-26,red,MY-17380,5.76
139374,2015-09-10,red,AR-10345,179.886
139584,2015-08-24,red,EM-13810,310.36400000000003
139731,2015-10-15,white,JE-15745,2717.31
139738,2015-09-25,red,DK-12895,128.744
139780,2015-12-31,white,AH-10690,116.4
139850,2015-06-12,red,GB-14575,64.032
139962,2015-12-13,red,Dp-13240,57.32
140025,2015-04-07,red,PF-19120,847.2
140144,2015-06-20,white,SC-20770,383.616
140221,2015-03-05,white,MS-17365,257.32
140375,2015-10-02,white,SG-20470,26.82
140410,2015-11-03,red,CM-12655,1345.418
140557,2015-09-07,red,TN-21040,559.93
140718,2015-07-02,red,FA-14230,246.364
140830,2015-11-30,white,PS-18970,89.36
140921,2015-02-03,red,AA-10375,178.37
140984,2015-09-14,red,CC-12685,1884.144
141012,2015-06-09,white,TG-21640,495.736
141040,2015-10-09,white,TB-21250,655.88
141145,2015-09-17,red,DB-13405,87.16799999999999
141243,2015-01-03,white,AH-10465,1757.8536
141250,2015-01-19,red,PM-18940,301.742
141327,2015-11-30,red,LR-16915,440.144
141565,2015-09-20,red,BG-11035,1664.132
141593,2015-12-14,white,DB-12970,369.56
141740,2015-11-01,red,JF-15490,205.16400000000002
141754,2015-12-20,red,EM-14200,11.696
141768,2015-05-25,white,NP-18685,14.73
141810,2015-11-02,red,BB-10990,374.07599999999996
141936,2015-08-07,red,PN-18775,19.152
142027,2015-04-09,red,JK-15370,369.912
142041,2015-06-07,white,EM-13810,7.52
142055,2015-05-08,red,AB-10255,37.94
142139,2015-08-31,red,SD-20485,20.96
142202,2015-09-18,white,JR-16210,717.12
142237,2015-07-11,red,CK-12595,676.7339999999999
142377,2015-12-04,red,MS-17980,85.96
142419,2015-07-11,white,SC-20380,128.322
142433,2015-04-20,red,ES-14020,117.456
142454,2015-08-15,red,RE-19450,174.49
142475,2015-12-03,red,BS-11380,590.352
142601,2015-04-18,white,DE-13255,1009.13
142692,2015-10-23,red,AG-10495,3.592
142734,2015-04-16,red,DM-13345,127.764
142755,2015-09-04,red,CS-12355,919.49
142930,2015-11-28,red,EB-14170,335.52
142937,2015-12-05,red,SF-20065,45.04
142944,2015-03-06,red,JL-15850,1555.244
142993,2015-10-12,red,KA-16525,99.86
143077,2015-09-17,red,SF-20965,28.524
143105,2015-12-10,white,MA-17560,1033.234
143119,2015-09-24,red,MC-17275,517.5
143147,2015-05-26,white,PS-18760,610.156
143238,2015-09-06,red,LO-17170,46.32
143364,2015-07-14,white,TG-21310,860.916
143490,2015-12-06,red,NP-18325,339.334
143532,2015-03-19,red,DC-12850,14.495999999999999
143602,2015-04-25,white,JS-15595,13.944
143616,2015-09-27,white,SS-20140,99.2
143700,2015-07-26,white,AS-10240,10.368
143882,2015-06-26,red,DB-13360,43.056000000000004
143980,2015-12-25,red,JK-15640,414.96
144043,2015-05-10,red,AB-10165,46.688
144099,2015-11-29,white,PO-19195,4.303999999999999
144190,2015-06-09,red,NC-18415,12.96
144253,2015-05-04,white,AS-10225,26.8
144267,2015-08-21,red,NZ-18565,632.148
144274,2015-11-23,white,PW-19240,420.64
144288,2015-12-25,red,MB-17305,19.584
144302,2015-06-19,red,ME-17320,5.792000000000001
144386,2015-11-05,red,GT-14635,25.344
144519,2015-11-13,red,AW-10930,403.94
144652,2015-11-20,red,SN-20560,19.46
144722,2015-03-16,red,MF-18250,43.13
144806,2015-12-06,red,GH-14425,757.712
144890,2015-12-25,red,SM-20320,9.96
145065,2015-12-12,red,DK-13375,32.308
145184,2015-11-27,red,JD-16150,188.94
145324,2015-11-15,red,DH-13675,39.96
145352,2015-03-16,red,CM-12385,6412.77
145394,2015-11-16,red,MC-17605,295.968
145401,2015-01-30,red,JP-15520,14.304
145415,2015-04-12,white,RD-19660,40.74
145457,2015-03-24,white,CP-12085,46.9
145485,2015-11-05,white,JM-16195,62.8
145758,2015-10-30,white,BF-11020,1035.8
145814,2015-11-19,red,KD-16345,867.7439999999999
145821,2015-05-01,red,JB-15400,88.75200000000001
145828,2015-10-05,red,MB-17305,53.04
145835,2015-05-13,white,BF-11170,238.38400000000001
145849,2015-09-15,white,CT-11995,215.18
146038,2015-02-09,red,SJ-20215,203.92
146087,2015-07-06,red,PP-18955,301.96
146255,2015-03-07,red,EM-14140,807.54
146262,2015-01-02,red,VW-21775,1816.6960000000001
146290,2015-05-04,red,SV-20815,125.93
146465,2015-11-20,red,PB-18805,24.191999999999997
146486,2015-11-09,white,DV-13465,1170.72
146563,2015-08-24,red,CB-12025,2645.0209999999997
146675,2015-04-16,red,SB-20185,1483.5279999999998
146696,2015-12-14,red,RD-19480,8.096
146829,2015-03-10,white,TS-21340,1.112
146948,2015-07-16,red,MG-17890,299.75
147011,2015-06-18,red,HR-14830,13.632
147102,2015-09-19,red,NH-18610,66.36
147501,2015-08-02,red,Co-12640,564.768
147529,2015-02-07,red,DK-12835,324.11
147690,2015-11-10,red,SC-20020,577.5840000000001
147788,2015-05-31,red,TM-21010,1745.71
147816,2015-09-24,white,CM-11935,35.12
147830,2015-12-15,red,NF-18385,4190.206
147851,2015-12-03,red,MP-17470,10.752
147879,2015-05-07,red,CC-12220,45.68
148180,2015-07-26,red,BP-11095,131.48
148250,2015-12-13,red,RP-19270,147.44
148376,2015-12-27,red,AG-10900,128.52
148432,2015-11-07,white,MC-18130,33.48
148495,2015-08-13,white,SF-20065,31.56
148628,2015-12-06,red,KM-16375,32.75
148635,2015-07-25,white,MH-18025,1288.848
148705,2015-03-12,red,EB-14170,5.04
148712,2015-04-17,red,JM-15535,172.606
148859,2015-12-28,red,FH-14350,24.816
148873,2015-10-01,red,EM-13960,111.76
148964,2015-05-26,red,RD-19900,20.24
149083,2015-09-25,red,SH-19975,479.716
149097,2015-10-20,red,SV-20785,439.536
149300,2015-11-22,red,BH-11710,32.985
149342,2015-04-20,red,TS-21160,896.31
149384,2015-07-10,white,EH-13945,3.366
149517,2015-09-19,red,FC-14245,60.84
149566,2015-12-05,red,GB-14530,51.6
149587,2015-01-31,white,KB-16315,99.26
149601,2015-05-28,red,TB-21625,93.79
149636,2015-01-06,red,SP-20620,31.538
149650,2015-10-24,red,RD-19660,454.272
149678,2015-04-13,white,AW-10840,12.88
149713,2015-09-18,white,TG-21640,187.94
149734,2015-09-03,red,JC-16105,200.984
149748,2015-05-31,white,EM-13825,345.26
149811,2015-01-04,red,CS-12250,72.24
149846,2015-05-22,red,SB-20185,3862.098
149909,2015-11-13,red,RA-19915,210.82
149972,2015-09-21,red,CD-12790,609.436
149993,2015-03-19,red,GA-14725,10.9
150196,2015-07-02,red,SR-20740,19.44
150308,2015-12-15,red,RR-19525,246.168
150413,2015-10-19,white,CS-11860,1.72
150441,2015-08-13,white,RA-19285,11.36
150511,2015-09-18,red,AB-10060,18.54
150560,2015-12-11,red,SW-20455,196.62
150714,2015-10-26,red,KH-16690,1215.269
150749,2015-03-29,white,AS-10240,5.56
150770,2015-05-03,red,LC-16870,460.844
150791,2015-09-06,red,CC-12430,271.764
150875,2015-11-16,red,HK-14890,1001.196
151043,2015-11-14,red,MG-17680,47.983999999999995
151253,2015-04-22,red,AZ-10750,152.916
151470,2015-09-20,red,AM-10705,45.583999999999996
151547,2015-01-17,red,AH-10465,88.96
151589,2015-12-27,red,RE-19450,435.54
151624,2015-09-08,red,VW-21775,21.36
151680,2015-11-19,white,TC-21475,141.96
151722,2015-10-05,red,IL-15100,288.0
151785,2015-03-05,red,JJ-15445,7.104
151841,2015-04-27,red,TC-21475,49.4
151869,2015-09-25,white,CS-11950,122.62200000000001
152513,2015-07-04,white,JP-16135,22.848000000000003
152527,2015-10-17,white,CM-12190,77.88
152611,2015-02-20,white,KA-16525,286.79
152681,2015-01-17,red,SC-20260,6.68
152891,2015-10-25,red,TB-21625,313.626
153038,2015-12-18,red,RB-19645,94.68799999999999
153073,2015-11-13,white,HA-14905,17.496
153108,2015-03-05,red,SF-20200,84.61
153220,2015-11-12,red,YC-21895,15.7
153325,2015-03-01,white,ST-20530,58.72
153381,2015-09-24,red,DE-13255,1423.34
153388,2015-08-01,red,PC-19000,1011.696
153416,2015-11-24,red,TS-21340,568.86
153423,2015-06-22,red,SW-20455,1217.568
153535,2015-05-20,red,SG-20470,169.544
153549,2015-03-29,white,SL-20155,1166.92
153612,2015-12-22,red,BT-11305,17.12
153626,2015-07-09,red,EB-13870,5.16
153717,2015-12-25,red,DL-13495,255.58
153738,2015-09-20,red,AG-10270,37.68
153752,2015-12-06,white,RO-19780,173.94
153794,2015-09-11,red,SB-20290,265.86
153878,2015-04-25,red,TS-21655,330.15
153906,2015-03-16,red,MS-17980,85.9
154144,2015-12-20,red,MH-17785,55.48
154200,2015-06-18,red,BG-11740,51.98
154284,2015-12-21,white,SZ-20035,1349.63
154291,2015-07-25,red,YS-21880,457.04
154326,2015-02-15,red,RP-19855,974.9
154340,2015-11-29,red,EK-13795,56.3
154620,2015-12-12,red,LT-17110,348.92800000000005
154746,2015-11-14,red,PJ-18835,860.07
154795,2015-12-20,red,GZ-14470,22.288
154823,2015-08-21,red,KN-16390,637.27
154886,2015-11-08,red,SW-20455,119.9
154900,2015-02-25,red,SS-20875,25.87
154921,2015-05-23,red,EA-14035,186.69
154956,2015-07-04,red,IM-15070,1099.96
154970,2015-01-05,red,SR-20740,61.583999999999996
155040,2015-11-10,red,AH-10210,79.9
155054,2015-06-13,red,PS-19045,106.08
155068,2015-10-23,white,RA-19285,78.456
155124,2015-03-15,red,KS-16300,16.776
155145,2015-12-27,white,KN-16450,7.92
155306,2015-04-17,red,GA-14515,2572.5
155334,2015-07-30,red,HA-14920,226.13
155453,2015-08-09,red,RA-19885,4.6080000000000005
155586,2015-12-12,white,XP-21865,54.17
155600,2015-12-04,white,RO-19780,1635.0179999999998
155635,2015-05-09,red,ME-17725,48.81
155761,2015-12-11,white,SC-20800,206.328
156013,2015-09-20,red,TC-20980,85.848
156104,2015-12-06,white,NP-18685,999.98
156118,2015-12-08,red,HG-14965,15.696
156146,2015-10-26,white,AG-10495,174.304
156153,2015-05-31,white,CW-11905,7.56
156328,2015-11-30,red,RM-19375,177.48
156335,2015-09-25,white,PO-19195,183.4
156377,2015-12-31,red,TB-21625,18.416
156440,2015-12-05,red,MH-17620,44.46
156482,2015-02-06,red,IL-15100,1558.42
156510,2015-09-25,red,EH-13990,63.14
156524,2015-11-20,red,DL-12865,19.65
156566,2015-10-01,red,EM-13960,572.8
156608,2015-10-24,red,MT-18070,3.592
156734,2015-06-18,red,BV-11245,670.0010000000001
156755,2015-01-12,red,YS-21880,465.18
156853,2015-12-03,white,HP-14815,184.66
156923,2015-02-16,red,SP-20860,35.88
157028,2015-11-28,red,MA-17995,8.28
157035,2015-12-09,red,KB-16600,34.02
157084,2015-12-19,red,JG-15160,1941.81
157133,2015-11-28,red,LC-16885,151.96
157287,2015-12-22,red,HR-14830,456.19300000000004
157322,2015-07-02,red,RH-19600,1305.81
157343,2015-06-07,red,HD-14785,52.248000000000005
157434,2015-04-29,white,JK-15640,7.968
157770,2015-12-13,red,RD-19585,808.666
157805,2015-08-31,red,RH-19510,555.96
157812,2015-03-22,red,DB-13210,162.072
157959,2015-02-03,red,RW-19540,136.92
158148,2015-12-20,red,JM-15865,36.27
158323,2015-11-30,red,AB-10600,17.088
158351,2015-06-20,white,BC-11125,319.98400000000004
158421,2015-09-21,red,GB-14575,3631.96
158456,2015-12-24,red,KT-16465,65.85600000000001
158491,2015-06-04,white,BP-11155,1109.95
158554,2015-11-09,white,CM-12190,11.352
158659,2015-11-10,white,SC-20695,714.3
158701,2015-01-05,red,JL-15175,143.52
158792,2015-12-26,red,BD-11605,22.2
158918,2015-12-20,white,AI-10855,17.12
158939,2015-11-26,red,EA-14035,599.99
159380,2015-05-12,red,CS-12505,38.52
159534,2015-03-20,red,DH-13075,1445.674
159590,2015-07-18,red,KC-16255,5.76
159779,2015-09-25,red,SB-20185,68.62
159786,2015-10-12,white,RK-19300,209.67
159863,2015-09-04,white,DS-13180,134.376
160059,2015-11-27,red,TB-21190,6.24
160171,2015-10-19,red,RM-19675,1910.7
160213,2015-03-08,red,AR-10825,19.44
160227,2015-11-02,red,ED-13885,2621.322
160472,2015-07-20,white,RK-19300,1238.33
160696,2015-09-06,red,CK-12760,7.24
160787,2015-09-25,white,BM-11785,2.946
160794,2015-08-06,red,MS-17980,27.215999999999998
160864,2015-05-03,red,NF-18595,13.847999999999999
161214,2015-10-05,white,SF-20965,77.55
161242,2015-06-01,red,CG-12040,11.76
161263,2015-04-16,red,TS-21160,239.204
161445,2015-09-07,white,CC-12610,140.736
161452,2015-04-05,red,CA-11965,892.2239999999999
161627,2015-07-06,red,SJ-20215,170.352
161711,2015-11-28,red,MC-17425,130.4
161718,2015-12-04,red,SO-20335,794.574
161767,2015-11-20,red,GK-14620,479.98800000000006
161795,2015-12-21,white,AH-10075,3.008
161830,2015-09-24,white,ME-17725,50.912
161998,2015-05-01,red,DB-13120,277.632
162047,2015-11-03,red,FH-14365,1448.82
162166,2015-09-08,red,NM-18520,68.28
162201,2015-06-08,red,AG-10495,937.6080000000001
162369,2015-08-15,red,TT-21265,323.1
162376,2015-11-22,white,HD-14785,77.06
162537,2015-10-28,red,RD-19585,104.51
162544,2015-12-16,red,SG-20080,4.98
162607,2015-05-12,red,RO-19780,14.592
162621,2015-09-05,red,CA-12055,89.86
162761,2015-10-09,red,SC-20575,50.461999999999996
162782,2015-02-21,red,PW-19240,2541.98
162887,2015-11-07,white,SV-20785,715.2
162950,2015-06-28,white,DW-13585,498.49199999999996
162964,2015-11-12,red,MF-18250,304.224
163055,2015-08-09,red,DS-13180,646.63
163090,2015-11-17,white,GH-14665,40.92
163104,2015-03-19,red,MC-18130,11.96
163181,2015-11-07,red,AB-10105,671.002
163237,2015-08-07,white,EM-14095,520.03
163440,2015-03-22,red,RD-19900,15.984000000000002
163587,2015-03-14,red,EP-13915,688.46
163734,2015-06-19,red,KM-16375,228.92
163762,2015-11-27,red,JE-15475,29.79
163895,2015-08-07,red,NS-18640,3.304
163923,2015-05-30,red,BD-11560,151.96
163965,2015-11-20,red,SS-20875,377.902
164007,2015-06-08,red,MG-17695,145.504
164084,2015-09-07,red,AG-10525,654.7719999999999
164301,2015-03-26,red,EB-13840,3393.68
164336,2015-07-05,red,MW-18220,73.77600000000001
164427,2015-07-31,red,AR-10405,239.7
164441,2015-11-08,red,AC-10450,70.212
164497,2015-11-28,red,AJ-10945,45.28
164539,2015-11-16,red,PO-19180,523.25
164567,2015-06-15,red,GK-14620,225.576
164623,2015-10-20,red,MS-17770,24.56
164777,2015-01-27,red,SC-20305,2803.92
164833,2015-06-04,white,LL-16840,16.64
164882,2015-10-31,white,SG-20080,2562.1710000000003
165050,2015-12-07,red,AH-10210,801.988
165057,2015-09-11,red,SC-20725,189.99
165085,2015-12-27,red,BT-11485,384.86
165162,2015-05-14,red,HG-15025,1117.92
165414,2015-12-21,red,LS-17245,47.976000000000006
165554,2015-05-18,red,AJ-10780,10.86
165624,2015-08-23,red,FH-14350,1142.43
165799,2015-06-29,red,SG-20470,117.882
165813,2015-03-20,white,BM-11785,29.304000000000002
166135,2015-10-01,red,SC-20440,139.424
166219,2015-08-28,red,BP-11185,1203.441
166338,2015-12-06,red,MP-18175,14.832
166464,2015-09-12,red,PG-18895,492.584
166492,2015-04-07,red,RP-19390,48.5
166583,2015-06-26,red,VD-21670,971.88
166604,2015-05-15,white,AH-10690,17.94
166800,2015-11-19,red,AG-10300,31.08
166947,2015-06-05,red,EB-13750,1522.638
166975,2015-11-26,red,SH-20635,692.472
167010,2015-04-05,red,VT-21700,1636.356
167255,2015-09-27,white,RH-19510,175.29
167269,2015-06-16,red,PB-19150,6.207999999999999
167374,2015-03-26,white,GM-14500,56.808
167479,2015-03-14,red,AI-10855,19.44
167696,2015-09-16,red,BD-11500,31.12
167745,2015-09-18,red,GB-14530,52.98
168004,2015-10-04,white,DJ-13420,392.94
168088,2015-03-19,red,CM-12655,449.0496
168186,2015-09-10,red,AB-10150,14.94
168207,2015-11-02,red,LT-17110,738.8989999999999
168277,2015-05-29,red,KB-16315,12.39
168459,2015-11-22,red,MC-17275,58.05
168480,2015-09-21,red,DM-12955,220.31
168529,2015-10-08,red,MB-17305,145.9
168564,2015-08-08,white,TT-21220,158.672
168634,2015-12-06,red,AF-10870,7.78
168746,2015-01-27,white,SV-20365,769.332
168760,2015-09-22,white,MM-18280,61.44
168767,2015-04-10,red,DM-12955,12.832
168809,2015-08-25,white,MC-18100,31.781999999999996
169201,2015-09-28,red,HG-14965,86.82
169278,2015-05-21,red,ME-18010,26.976
169299,2015-08-24,red,DO-13435,7.152
169397,2015-12-24,red,JB-15925,627.924
169537,2015-09-03,white,JH-15820,7.5
169572,2015-09-06,red,AG-10525,46.62
169656,2015-08-13,red,EJ-13720,422.856
169677,2015-01-13,white,KS-16300,9.82
169733,2015-10-22,white,GM-14500,9.952
169740,2015-02-20,red,LM-17065,29.99
169796,2015-11-09,red,Dp-13240,2339.84
100041,2016-11-20,red,BF-10975,328.54
100083,2016-11-24,red,CD-11980,24.784000000000002
100153,2016-12-13,red,KH-16630,63.88
100244,2016-09-20,red,GM-14695,475.694
100300,2016-06-24,white,MJ-17740,4823.09
100307,2016-12-15,red,TC-21475,19.44
100468,2016-11-24,red,AT-10435,43.46
100510,2016-05-12,red,HM-14860,641.98
100587,2016-12-10,red,SL-20155,6.48
100671,2016-11-01,red,CS-12490,111.67200000000001
100790,2016-06-26,red,JG-15805,718.95
100944,2016-09-24,red,EH-13765,868.14
100965,2016-07-07,red,RM-19375,215.65
100993,2016-02-05,red,AZ-10750,918.966
101161,2016-10-13,red,BW-11110,279.67
101168,2016-12-25,red,SS-20140,21.12
101189,2016-02-04,red,JB-15400,93.02
101329,2016-04-22,red,MM-17920,35.01
101336,2016-11-13,red,CK-12760,279.81
101343,2016-07-17,red,RA-19885,77.88
101378,2016-07-14,white,RH-19600,29.0
101385,2016-09-25,red,JW-16075,16.56
101448,2016-02-27,white,EB-13930,56.82
101469,2016-07-02,red,KH-16360,7.7
101525,2016-05-01,white,CM-12235,140.52
101546,2016-12-18,red,GK-14620,1793.98
101623,2016-02-28,red,RR-19525,36.48
101630,2016-02-19,white,CK-12760,34.38
101651,2016-12-24,red,SC-20305,83.72
101672,2016-10-03,red,DB-12910,1027.6760000000002
101693,2016-06-25,white,LC-17140,117.958
101742,2016-09-23,white,CR-12580,10.527999999999999
101791,2016-05-27,red,BS-11665,1328.128
101938,2016-01-07,red,DW-13480,34.58
101966,2016-07-14,white,BM-11785,419.944
101980,2016-08-19,red,RP-19390,448.792
101987,2016-06-24,red,HL-15040,440.91
102092,2016-12-09,red,PM-18940,1056.86
102127,2016-06-26,red,VP-21760,198.67
102134,2016-03-14,red,SP-20545,16.74
102162,2016-09-11,red,JF-15565,1611.01
102456,2016-02-27,red,DL-12865,170.88
102498,2016-07-24,red,JG-15160,73.2
102561,2016-07-18,red,NK-18490,313.84
102596,2016-12-27,red,RD-19810,17.184
102792,2016-12-13,red,JC-15340,9.84
102813,2016-07-02,red,EA-14035,569.9019999999999
102932,2016-09-19,white,SD-20485,53.37
102981,2016-09-06,white,MO-17500,754.212
103037,2016-07-25,red,KH-16630,15.712
103107,2016-07-04,white,RB-19465,274.856
103128,2016-11-11,red,SC-20845,14.112
103163,2016-06-07,red,FM-14290,9.514
103359,2016-12-22,red,LC-16885,25.584
103464,2016-11-18,red,PG-18820,595.0
103709,2016-09-08,red,LP-17095,310.86
103730,2016-06-12,red,SC-20725,487.5
103891,2016-07-12,red,KH-16690,95.76
103919,2016-10-03,red,TP-21565,38.08
103947,2016-04-01,red,BB-10990,61.70399999999999
103982,2016-03-03,red,AA-10315,4406.072
104150,2016-08-03,white,AG-10330,248.82
104157,2016-07-25,red,MT-17815,2503.47
104276,2016-11-27,red,HF-14995,447.783
104311,2016-05-02,red,AS-10090,36.648
104633,2016-06-12,red,EA-14035,198.84
104689,2016-12-01,red,FH-14365,23.04
104969,2016-04-08,red,EH-14125,129.976
104983,2016-07-03,white,FM-14215,123.92
