pickup_dt,pickup_month,borough,pickups,hday,spd,vsb,temp,dewp,slp,pcp 01,pcp 06,pcp 24,sd
2015-01-30 19:00:00,Jan,Bronx,56,N,13.0,10.0,37.0,20.0,1009.8,0.0,0.0,0.0,6.58333333333333
2015-01-30 19:00:00,Jan,Brooklyn,868,N,13.0,10.0,37.0,20.0,1009.8,0.0,0.0,0.0,6.58333333333333
2015-01-30 19:00:00,Jan,EWR,0,N,13.0,10.0,37.0,20.0,1009.8,0.0,0.0,0.0,6.58333333333333
2015-01-30 19:00:00,Jan,Manhattan,5599,N,13.0,10.0,37.0,20.0,1009.8,0.0,0.0,0.0,6.58333333333333
2015-01-30 19:00:00,Jan,Queens,420,N,13.0,10.0,37.0,20.0,1009.8,0.0,0.0,0.0,6.58333333333333
2015-01-30 19:00:00,Jan,Staten Island,2,N,13.0,10.0,37.0,20.0,1009.8,0.0,0.0,0.0,6.58333333333333
2015-01-30 19:00:00,Jan,,4,N,13.0,10.0,37.0,20.0,1009.8,0.0,0.0,0.0,6.58333333333333
2015-01-30 20:00:00,Jan,Bronx,59,N,15.0,10.0,37.0,17.0,1010.1,0.0,0.0,0.0,6.625
2015-01-30 20:00:00,Jan,Brooklyn,957,N,15.0,10.0,37.0,17.0,1010.1,0.0,0.0,0.0,6.625
2015-01-30 20:00:00,Jan,EWR,0,N,15.0,10.0,37.0,17.0,1010.1,0.0,0.0,0.0,6.625
2015-01-30 20:00:00,Jan,Manhattan,5875,N,15.0,10.0,37.0,17.0,1010.1,0.0,0.0,0.0,6.625
2015-01-30 20:00:00,Jan,Queens,420,N,15.0,10.0,37.0,17.0,1010.1,0.0,0.0,0.0,6.625
2015-01-30 20:00:00,Jan,Staten Island,4,N,15.0,10.0,37.0,17.0,1010.1,0.0,0.0,0.0,6.625
2015-01-30 20:00:00,Jan,,2,N,15.0,10.0,37.0,17.0,1010.1,0.0,0.0,0.0,6.625
2015-01-30 21:00:00,Jan,Bronx,58,N,16.0,10.0,36.0,15.0,1010.5,0.0,0.0,0.0,6.66666666666667
2015-01-30 21:00:00,Jan,Brooklyn,1036,N,16.0,10.0,36.0,15.0,1010.5,0.0,0.0,0.0,6.66666666666667
2015-01-30 21:00:00,Jan,EWR,0,N,16.0,10.0,36.0,15.0,1010.5,0.0,0.0,0.0,6.66666666666667
2015-01-30 21:00:00,Jan,Manhattan,5220,N,16.0,10.0,36.0,15.0,1010.5,0.0,0.0,0.0,6.66666666666667
2015-01-30 21:00:00,Jan,Queens,394,N,16.0,10.0,36.0,15.0,1010.5,0.0,0.0,0.0,6.66666666666667
2015-01-30 21:00:00,Jan,Staten Island,3,N,16.0,10.0,36.0,15.0,1010.5,0.0,0.0,0.0,6.66666666666667
2015-01-30 22:00:00,Jan,Bronx,54,N,13.0,10.0,35.0,14.0,1011.7,0.0,0.0,0.0,6.70833333333333
2015-01-30 22:00:00,Jan,Brooklyn,1069,N,13.0,10.0,35.0,14.0,1011.7,0.0,0.0,0.0,6.70833333333333
2015-01-30 22:00:00,Jan,EWR,0,N,13.0,10.0,35.0,14.0,1011.7,0.0,0.0,0.0,6.70833333333333
2015-01-30 22:00:00,Jan,Manhattan,4886,N,13.0,10.0,35.0,14.0,1011.7,0.0,0.0,0.0,6.70833333333333
2015-01-30 22:00:00,Jan,Queens,402,N,13.0,10.0,35.0,14.0,1011.7,0.0,0.0,0.0,6.70833333333333
2015-01-30 22:00:00,Jan,Staten Island,2,N,13.0,10.0,35.0,14.0,1011.7,0.0,0.0,0.0,6.70833333333333
2015-01-30 22:00:00,Jan,,1,N,13.0,10.0,35.0,14.0,1011.7,0.0,0.0,0.0,6.70833333333333
2015-01-30 23:00:00,Jan,Bronx,55,N,17.0,10.0,32.0,13.0,1013.0,0.0,0.0,0.0,6.75
2015-01-30 23:00:00,Jan,Brooklyn,1161,N,17.0,10.0,32.0,13.0,1013.0,0.0,0.0,0.0,6.75
2015-01-30 23:00:00,Jan,EWR,0,N,17.0,10.0,32.0,13.0,1013.0,0.0,0.0,0.0,6.75
2015-01-30 23:00:00,Jan,Manhattan,5188,N,17.0,10.0,32.0,13.0,1013.0,0.0,0.0,0.0,6.75
2015-01-30 23:00:00,Jan,Queens,481,N,17.0,10.0,32.0,13.0,1013.0,0.0,0.0,0.0,6.75
2015-01-30 23:00:00,Jan,Staten Island,5,N,17.0,10.0,32.0,13.0,1013.0,0.0,0.0,0.0,6.75
2015-01-31 00:00:00,Jan,Bronx,43,N,15.0,10.0,28.0,9.0,1014.1,0.0,0.0,0.0,6.79166666666667
2015-01-31 00:00:00,Jan,Brooklyn,1074,N,15.0,10.0,28.0,9.0,1014.1,0.0,0.0,0.0,6.79166666666667
2015-01-31 00:00:00,Jan,EWR,0,N,15.0,10.0,28.0,9.0,1014.1,0.0,0.0,0.0,6.79166666666667
2015-01-31 00:00:00,Jan,Manhattan,4862,N,15.0,10.0,28.0,9.0,1014.1,0.0,0.0,0.0,6.79166666666667
2015-01-31 00:00:00,Jan,Queens,402,N,15.0,10.0,28.0,9.0,1014.1,0.0,0.0,0.0,6.79166666666667
2015-01-31 00:00:00,Jan,Staten Island,1,N,15.0,10.0,28.0,9.0,1014.1,0.0,0.0,0.0,6.79166666666667
2015-01-31 00:00:00,Jan,,1,N,15.0,10.0,28.0,9.0,1014.1,0.0,0.0,0.0,6.79166666666667
2015-01-31 01:00:00,Jan,Bronx,52,N,14.0,10.0,25.0,8.0,1015.9,0.0,0.0,0.0,6.83333333333333
2015-01-31 01:00:00,Jan,Brooklyn,1066,N,14.0,10.0,25.0,8.0,1015.9,0.0,0.0,0.0,6.83333333333333
2015-01-31 01:00:00,Jan,EWR,0,N,14.0,10.0,25.0,8.0,1015.9,0.0,0.0,0.0,6.83333333333333
2015-01-31 01:00:00,Jan,Manhattan,3586,N,14.0,10.0,25.0,8.0,1015.9,0.0,0.0,0.0,6.83333333333333
2015-01-31 01:00:00,Jan,Queens,252,N,14.0,10.0,25.0,8.0,1015.9,0.0,0.0,0.0,6.83333333333333
2015-01-31 01:00:00,Jan,Staten Island,4,N,14.0,10.0,25.0,8.0,1015.9,0.0,0.0,0.0,6.83333333333333
2015-01-31 01:00:00,Jan,,1,N,14.0,10.0,25.0,8.0,1015.9,0.0,0.0,0.0,6.83333333333333
2015-01-31 02:00:00,Jan,Bronx,31,N,18.0,10.0,22.0,6.0,1015.4,0.0,0.0,0.0,6.875
2015-01-31 02:00:00,Jan,Brooklyn,690,N,18.0,10.0,22.0,6.0,1015.4,0.0,0.0,0.0,6.875
2015-01-31 02:00:00,Jan,EWR,0,N,18.0,10.0,22.0,6.0,1015.4,0.0,0.0,0.0,6.875
2015-01-31 02:00:00,Jan,Manhattan,2325,N,18.0,10.0,22.0,6.0,1015.4,0.0,0.0,0.0,6.875
2015-01-31 02:00:00,Jan,Queens,163,N,18.0,10.0,22.0,6.0,1015.4,0.0,0.0,0.0,6.875
2015-01-31 02:00:00,Jan,Staten Island,1,N,18.0,10.0,22.0,6.0,1015.4,0.0,0.0,0.0,6.875
2015-01-31 02:00:00,Jan,,3,N,18.0,10.0,22.0,6.0,1015.4,0.0,0.0,0.0,6.875
2015-01-31 03:00:00,Jan,Bronx,21,N,16.0,10.0,21.0,5.0,1015.8,0.0,0.0,0.0,6.91666666666667
2015-01-31 03:00:00,Jan,Brooklyn,468,N,16.0,10.0,21.0,5.0,1015.8,0.0,0.0,0.0,6.91666666666667
2015-01-31 03:00:00,Jan,EWR,0,N,16.0,10.0,21.0,5.0,1015.8,0.0,0.0,0.0,6.91666666666667
2015-01-31 03:00:00,Jan,Manhattan,1450,N,16.0,10.0,21.0,5.0,1015.8,0.0,0.0,0.0,6.91666666666667
2015-01-31 03:00:00,Jan,Queens,135,N,16.0,10.0,21.0,5.0,1015.8,0.0,0.0,0.0,6.91666666666667
2015-01-31 03:00:00,Jan,Staten Island,0,N,16.0,10.0,21.0,5.0,1015.8,0.0,0.0,0.0,6.91666666666667
2015-01-31 04:00:00,Jan,Bronx,22,N,15.0,10.0,20.0,4.0,1015.9,0.0,0.0,0.0,6.95833333333333
2015-01-31 04:00:00,Jan,Brooklyn,350,N,15.0,10.0,20.0,4.0,1015.9,0.0,0.0,0.0,6.95833333333333
2015-01-31 04:00:00,Jan,EWR,0,N,15.0,10.0,20.0,4.0,1015.9,0.0,0.0,0.0,6.95833333333333
2015-01-31 04:00:00,Jan,Manhattan,991,N,15.0,10.0,20.0,4.0,1015.9,0.0,0.0,0.0,6.95833333333333
2015-01-31 04:00:00,Jan,Queens,110,N,15.0,10.0,20.0,4.0,1015.9,0.0,0.0,0.0,6.95833333333333
2015-01-31 04:00:00,Jan,Staten Island,0,N,15.0,10.0,20.0,4.0,1015.9,0.0,0.0,0.0,6.95833333333333
2015-01-31 05:00:00,Jan,Bronx,17,N,17.0,10.0,19.0,3.0,1016.2,0.0,0.0,0.06,7.0
2015-01-31 05:00:00,Jan,Brooklyn,228,N,17.0,10.0,19.0,3.0,1016.2,0.0,0.0,0.06,7.0
2015-01-31 05:00:00,Jan,EWR,0,N,17.0,10.0,19.0,3.0,1016.2,0.0,0.0,0.06,7.0
2015-01-31 05:00:00,Jan,Manhattan,580,N,17.0,10.0,19.0,3.0,1016.2,0.0,0.0,0.06,7.0
2015-01-31 05:00:00,Jan,Queens,92,N,17.0,10.0,19.0,3.0,1016.2,0.0,0.0,0.06,7.0
2015-01-31 05:00:00,Jan,Staten Island,0,N,17.0,10.0,19.0,3.0,1016.2,0.0,0.0,0.06,7.0
2015-01-31 06:00:00,Jan,Bronx,13,N,20.0,10.0,18.0,1.0,1017.4,0.0,0.015,0.0,7.0
2015-01-31 06:00:00,Jan,Brooklyn,214,N,20.0,10.0,18.0,1.0,1017.4,0.0,0.015,0.0,7.0
2015-01-31 06:00:00,Jan,EWR,0,N,20.0,10.0,18.0,1.0,1017.4,0.0,0.015,0.0,7.0
2015-01-31 06:00:00,Jan,Manhattan,535,N,20.0,10.0,18.0,1.0,1017.4,0.0,0.015,0.0,7.0
2015-01-31 06:00:00,Jan,Queens,136,N,20.0,10.0,18.0,1.0,1017.4,0.0,0.015,0.0,7.0
2015-01-31 06:00:00,Jan,Staten Island,0,N,20.0,10.0,18.0,1.0,1017.4,0.0,0.015,0.0,7.0
2015-01-31 07:00:00,Jan,Bronx,12,N,18.0,10.0,18.0,1.0,1017.6,0.0,0.0383333333333333,0.0,7.0
2015-01-31 07:00:00,Jan,Brooklyn,246,N,18.0,10.0,18.0,1.0,1017.6,0.0,0.0383333333333333,0.0,7.0
2015-01-31 07:00:00,Jan,EWR,0,N,18.0,10.0,18.0,1.0,1017.6,0.0,0.0383333333333333,0.0,7.0
2015-01-31 07:00:00,Jan,Manhattan,524,N,18.0,10.0,18.0,1.0,1017.6,0.0,0.0383333333333333,0.0,7.0
2015-01-31 07:00:00,Jan,Queens,110,N,18.0,10.0,18.0,1.0,1017.6,0.0,0.0383333333333333,0.0,7.0
2015-01-31 07:00:00,Jan,Staten Island,0,N,18.0,10.0,18.0,1.0,1017.6,0.0,0.0383333333333333,0.0,7.0
2015-01-31 08:00:00,Jan,Bronx,28,N,18.0,10.0,17.0,1.0,1018.3,0.0,0.045,0.015,7.0
2015-01-31 08:00:00,Jan,Brooklyn,330,N,18.0,10.0,17.0,1.0,1018.3,0.0,0.045,0.015,7.0
2015-01-31 08:00:00,Jan,EWR,0,N,18.0,10.0,17.0,1.0,1018.3,0.0,0.045,0.015,7.0
2015-01-31 08:00:00,Jan,Manhattan,805,N,18.0,10.0,17.0,1.0,1018.3,0.0,0.045,0.015,7.0
2015-01-31 08:00:00,Jan,Queens,183,N,18.0,10.0,17.0,1.0,1018.3,0.0,0.045,0.015,7.0
2015-01-31 08:00:00,Jan,Staten Island,2,N,18.0,10.0,17.0,1.0,1018.3,0.0,0.045,0.015,7.0
2015-01-31 09:00:00,Jan,Bronx,34,N,14.0,10.0,16.0,1.0,1018.1,0.0,0.055,0.0383333333333333,7.0
2015-01-31 09:00:00,Jan,Brooklyn,462,N,14.0,10.0,16.0,1.0,1018.1,0.0,0.055,0.0383333333333333,7.0
2015-01-31 09:00:00,Jan,EWR,0,N,14.0,10.0,16.0,1.0,1018.1,0.0,0.055,0.0383333333333333,7.0
2015-01-31 09:00:00,Jan,Manhattan,1248,N,14.0,10.0,16.0,1.0,1018.1,0.0,0.055,0.0383333333333333,7.0
2015-01-31 09:00:00,Jan,Queens,184,N,14.0,10.0,16.0,1.0,1018.1,0.0,0.055,0.0383333333333333,7.0
2015-01-31 09:00:00,Jan,Staten Island,0,N,14.0,10.0,16.0,1.0,1018.1,0.0,0.055,0.0383333333333333,7.0
2015-01-31 09:00:00,Jan,,2,N,14.0,10.0,16.0,1.0,1018.1,0.0,0.055,0.0383333333333333,7.0
2015-01-31 10:00:00,Jan,Bronx,30,N,18.0,10.0,15.0,-3.0,1018.9,0.0,0.055,0.045,7.0
2015-01-31 10:00:00,Jan,Brooklyn,564,N,18.0,10.0,15.0,-3.0,1018.9,0.0,0.055,0.045,7.0
2015-01-31 10:00:00,Jan,EWR,0,N,18.0,10.0,15.0,-3.0,1018.9,0.0,0.055,0.045,7.0
2015-01-31 10:00:00,Jan,Manhattan,1715,N,18.0,10.0,15.0,-3.0,1018.9,0.0,0.055,0.045,7.0
2015-01-31 10:00:00,Jan,Queens,228,N,18.0,10.0,15.0,-3.0,1018.9,0.0,0.055,0.045,7.0
2015-01-31 10:00:00,Jan,Staten Island,1,N,18.0,10.0,15.0,-3.0,1018.9,0.0,0.055,0.045,7.0
2015-01-31 11:00:00,Jan,Bronx,36,N,15.0,10.0,14.0,-4.0,1019.2,0.0,0.055,0.055,7.0
2015-01-31 11:00:00,Jan,Brooklyn,617,N,15.0,10.0,14.0,-4.0,1019.2,0.0,0.055,0.055,7.0
2015-01-31 11:00:00,Jan,EWR,0,N,15.0,10.0,14.0,-4.0,1019.2,0.0,0.055,0.055,7.0
2015-01-31 11:00:00,Jan,Manhattan,2161,N,15.0,10.0,14.0,-4.0,1019.2,0.0,0.055,0.055,7.0
2015-01-31 11:00:00,Jan,Queens,265,N,15.0,10.0,14.0,-4.0,1019.2,0.0,0.055,0.055,7.0
2015-01-31 11:00:00,Jan,Staten Island,3,N,15.0,10.0,14.0,-4.0,1019.2,0.0,0.055,0.055,7.0
2015-01-31 11:00:00,Jan,,1,N,15.0,10.0,14.0,-4.0,1019.2,0.0,0.055,0.055,7.0
2015-01-31 12:00:00,Jan,Bronx,44,N,10.0,10.0,13.0,-4.0,1019.1,0.0,0.04,0.01,7.0
2015-01-31 12:00:00,Jan,Brooklyn,647,N,10.0,10.0,13.0,-4.0,1019.1,0.0,0.04,0.01,7.0
2015-01-31 12:00:00,Jan,EWR,0,N,10.0,10.0,13.0,-4.0,1019.1,0.0,0.04,0.01,7.0
2015-01-31 12:00:00,Jan,Manhattan,2514,N,10.0,10.0,13.0,-4.0,1019.1,0.0,0.04,0.01,7.0
2015-01-31 12:00:00,Jan,Queens,227,N,10.0,10.0,13.0,-4.0,1019.1,0.0,0.04,0.01,7.0
2015-01-31 12:00:00,Jan,Staten Island,2,N,10.0,10.0,13.0,-4.0,1019.1,0.0,0.04,0.01,7.0
2015-01-31 13:00:00,Jan,Bronx,42,N,15.0,10.0,13.0,-5.0,1019.1,0.0,0.0166666666666667,0.055,7.0
2015-01-31 13:00:00,Jan,Brooklyn,673,N,15.0,10.0,13.0,-5.0,1019.1,0.0,0.0166666666666667,0.055,7.0
2015-01-31 13:00:00,Jan,EWR,0,N,15.0,10.0,13.0,-5.0,1019.1,0.0,0.0166666666666667,0.055,7.0
2015-01-31 13:00:00,Jan,Manhattan,2765,N,15.0,10.0,13.0,-5.0,1019.1,0.0,0.0166666666666667,0.055,7.0
2015-01-31 13:00:00,Jan,Queens,264,N,15.0,10.0,13.0,-5.0,1019.1,0.0,0.0166666666666667,0.055,7.0
2015-01-31 13:00:00,Jan,Staten Island,2,N,15.0,10.0,13.0,-5.0,1019.1,0.0,0.0166666666666667,0.055,7.0
2015-01-31 13:00:00,Jan,,1,N,15.0,10.0,13.0,-5.0,1019.1,0.0,0.0166666666666667,0.055,7.0
2015-01-31 14:00:00,Jan,Bronx,45,N,17.0,10.0,13.0,-5.0,1019.5,0.0,0.01,0.055,7.0
2015-01-31 14:00:00,Jan,Brooklyn,690,N,17.0,10.0,13.0,-5.0,1019.5,0.0,0.01,0.055,7.0
2015-01-31 14:00:00,Jan,EWR,0,N,17.0,10.0,13.0,-5.0,1019.5,0.0,0.01,0.055,7.0
2015-01-31 14:00:00,Jan,Manhattan,2669,N,17.0,10.0,13.0,-5.0,1019.5,0.0,0.01,0.055,7.0
2015-01-31 14:00:00,Jan,Queens,275,N,17.0,10.0,13.0,-5.0,1019.5,0.0,0.01,0.055,7.0
2015-01-31 14:00:00,Jan,Staten Island,1,N,17.0,10.0,13.0,-5.0,1019.5,0.0,0.01,0.055,7.0
2015-01-31 14:00:00,Jan,,2,N,17.0,10.0,13.0,-5.0,1019.5,0.0,0.01,0.055,7.0
2015-01-31 15:00:00,Jan,Bronx,53,N,13.0,10.0,15.0,-4.0,1020.0,0.0,0.005,0.055,7.0
2015-01-31 15:00:00,Jan,Brooklyn,768,N,13.0,10.0,15.0,-4.0,1020.0,0.0,0.005,0.055,7.0
2015-01-31 15:00:00,Jan,EWR,0,N,13.0,10.0,15.0,-4.0,1020.0,0.0,0.005,0.055,7.0
2015-01-31 15:00:00,Jan,Manhattan,2858,N,13.0,10.0,15.0,-4.0,1020.0,0.0,0.005,0.055,7.0
2015-01-31 15:00:00,Jan,Queens,296,N,13.0,10.0,15.0,-4.0,1020.0,0.0,0.005,0.055,7.0
2015-01-31 15:00:00,Jan,Staten Island,1,N,13.0,10.0,15.0,-4.0,1020.0,0.0,0.005,0.055,7.0
2015-01-31 15:00:00,Jan,,1,N,13.0,10.0,15.0,-4.0,1020.0,0.0,0.005,0.055,7.0
2015-01-31 16:00:00,Jan,Bronx,47,N,14.0,10.0,18.0,-5.0,1020.4,0.0,0.005,0.055,7.0
2015-01-31 16:00:00,Jan,Brooklyn,772,N,14.0,10.0,18.0,-5.0,1020.4,0.0,0.005,0.055,7.0
2015-01-31 16:00:00,Jan,EWR,0,N,14.0,10.0,18.0,-5.0,1020.4,0.0,0.005,0.055,7.0
2015-01-31 16:00:00,Jan,Manhattan,3095,N,14.0,10.0,18.0,-5.0,1020.4,0.0,0.005,0.055,7.0
2015-01-31 16:00:00,Jan,Queens,355,N,14.0,10.0,18.0,-5.0,1020.4,0.0,0.005,0.055,7.0
2015-01-31 16:00:00,Jan,Staten Island,3,N,14.0,10.0,18.0,-5.0,1020.4,0.0,0.005,0.055,7.0
2015-01-31 16:00:00,Jan,,1,N,14.0,10.0,18.0,-5.0,1020.4,0.0,0.005,0.055,7.0
2015-01-31 17:00:00,Jan,Bronx,42,N,10.0,10.0,21.0,-2.0,1020.0,0.0,0.005,0.055,7.0
2015-01-31 17:00:00,Jan,Brooklyn,832,N,10.0,10.0,21.0,-2.0,1020.0,0.0,0.005,0.055,7.0
2015-01-31 17:00:00,Jan,EWR,0,N,10.0,10.0,21.0,-2.0,1020.0,0.0,0.005,0.055,7.0
2015-01-31 17:00:00,Jan,Manhattan,4069,N,10.0,10.0,21.0,-2.0,1020.0,0.0,0.005,0.055,7.0
2015-01-31 17:00:00,Jan,Queens,314,N,10.0,10.0,21.0,-2.0,1020.0,0.0,0.005,0.055,7.0
2015-01-31 17:00:00,Jan,Staten Island,3,N,10.0,10.0,21.0,-2.0,1020.0,0.0,0.005,0.055,7.0
2015-01-31 17:00:00,Jan,,2,N,10.0,10.0,21.0,-2.0,1020.0,0.0,0.005,0.055,7.0
2015-01-31 18:00:00,Jan,Bronx,72,N,6.0,10.0,23.0,-3.0,1019.4,0.0,0.005,0.06,7.0
2015-01-31 18:00:00,Jan,Brooklyn,1032,N,6.0,10.0,23.0,-3.0,1019.4,0.0,0.005,0.06,7.0
2015-01-31 18:00:00,Jan,EWR,0,N,6.0,10.0,23.0,-3.0,1019.4,0.0,0.005,0.06,7.0
2015-01-31 18:00:00,Jan,Manhattan,4514,N,6.0,10.0,23.0,-3.0,1019.4,0.0,0.005,0.06,7.0
2015-01-31 18:00:00,Jan,Queens,403,N,6.0,10.0,23.0,-3.0,1019.4,0.0,0.005,0.06,7.0
2015-01-31 18:00:00,Jan,Staten Island,2,N,6.0,10.0,23.0,-3.0,1019.4,0.0,0.005,0.06,7.0
2015-01-31 18:00:00,Jan,,2,N,6.0,10.0,23.0,-3.0,1019.4,0.0,0.005,0.06,7.0
2015-01-31 19:00:00,Jan,Bronx,77,N,6.0,10.0,25.0,-2.0,1019.0,0.0,0.005,0.06,7.0
2015-01-31 19:00:00,Jan,Brooklyn,1220,N,6.0,10.0,25.0,-2.0,1019.0,0.0,0.005,0.06,7.0
2015-01-31 19:00:00,Jan,EWR,0,N,6.0,10.0,25.0,-2.0,1019.0,0.0,0.005,0.06,7.0
2015-01-31 19:00:00,Jan,Manhattan,5162,N,6.0,10.0,25.0,-2.0,1019.0,0.0,0.005,0.06,7.0
2015-01-31 19:00:00,Jan,Queens,399,N,6.0,10.0,25.0,-2.0,1019.0,0.0,0.005,0.06,7.0
2015-01-31 19:00:00,Jan,Staten Island,3,N,6.0,10.0,25.0,-2.0,1019.0,0.0,0.005,0.06,7.0
2015-01-31 19:00:00,Jan,,4,N,6.0,10.0,25.0,-2.0,1019.0,0.0,0.005,0.06,7.0
2015-01-31 20:00:00,Jan,Bronx,64,N,11.0,10.0,26.0,-3.0,1018.9,0.0,0.005,0.06,7.0
2015-01-31 20:00:00,Jan,Brooklyn,1269,N,11.0,10.0,26.0,-3.0,1018.9,0.0,0.005,0.06,7.0
2015-01-31 20:00:00,Jan,EWR,0,N,11.0,10.0,26.0,-3.0,1018.9,0.0,0.005,0.06,7.0
2015-01-31 20:00:00,Jan,Manhattan,5482,N,11.0,10.0,26.0,-3.0,1018.9,0.0,0.005,0.06,7.0
2015-01-31 20:00:00,Jan,Queens,409,N,11.0,10.0,26.0,-3.0,1018.9,0.0,0.005,0.06,7.0
2015-01-31 20:00:00,Jan,Staten Island,4,N,11.0,10.0,26.0,-3.0,1018.9,0.0,0.005,0.06,7.0
2015-01-31 20:00:00,Jan,,4,N,11.0,10.0,26.0,-3.0,1018.9,0.0,0.005,0.06,7.0
2015-01-31 21:00:00,Jan,Bronx,67,N,9.0,10.0,26.0,0.0,1019.1,0.0,0.0,0.06,7.0
2015-01-31 21:00:00,Jan,Brooklyn,1280,N,9.0,10.0,26.0,0.0,1019.1,0.0,0.0,0.06,7.0
2015-01-31 21:00:00,Jan,EWR,0,N,9.0,10.0,26.0,0.0,1019.1,0.0,0.0,0.06,7.0
2015-01-31 21:00:00,Jan,Manhattan,4801,N,9.0,10.0,26.0,0.0,1019.1,0.0,0.0,0.06,7.0
2015-01-31 21:00:00,Jan,Queens,426,N,9.0,10.0,26.0,0.0,1019.1,0.0,0.0,0.06,7.0
2015-01-31 21:00:00,Jan,Staten Island,5,N,9.0,10.0,26.0,0.0,1019.1,0.0,0.0,0.06,7.0
2015-01-31 21:00:00,Jan,,2,N,9.0,10.0,26.0,0.0,1019.1,0.0,0.0,0.06,7.0
2015-01-31 22:00:00,Jan,Bronx,72,N,17.0,10.0,25.0,0.0,1019.8,0.0,0.0,0.06,7.0
2015-01-31 22:00:00,Jan,Brooklyn,1226,N,17.0,10.0,25.0,0.0,1019.8,0.0,0.0,0.06,7.0
2015-01-31 22:00:00,Jan,EWR,0,N,17.0,10.0,25.0,0.0,1019.8,0.0,0.0,0.06,7.0
2015-01-31 22:00:00,Jan,Manhattan,4939,N,17.0,10.0,25.0,0.0,1019.8,0.0,0.0,0.06,7.0
2015-01-31 22:00:00,Jan,Queens,424,N,17.0,10.0,25.0,0.0,1019.8,0.0,0.0,0.06,7.0
2015-01-31 22:00:00,Jan,Staten Island,3,N,17.0,10.0,25.0,0.0,1019.8,0.0,0.0,0.06,7.0
2015-01-31 22:00:00,Jan,,1,N,17.0,10.0,25.0,0.0,1019.8,0.0,0.0,0.06,7.0
2015-01-31 23:00:00,Jan,Bronx,55,N,7.0,10.0,24.0,1.0,1020.3,0.0,0.0,0.06,7.0
2015-01-31 23:00:00,Jan,Brooklyn,1265,N,7.0,10.0,24.0,1.0,1020.3,0.0,0.0,0.06,7.0
2015-01-31 23:00:00,Jan,EWR,0,N,7.0,10.0,24.0,1.0,1020.3,0.0,0.0,0.06,7.0
2015-01-31 23:00:00,Jan,Manhattan,5295,N,7.0,10.0,24.0,1.0,1020.3,0.0,0.0,0.06,7.0
2015-01-31 23:00:00,Jan,Queens,386,N,7.0,10.0,24.0,1.0,1020.3,0.0,0.0,0.06,7.0
2015-01-31 23:00:00,Jan,Staten Island,1,N,7.0,10.0,24.0,1.0,1020.3,0.0,0.0,0.06,7.0
2015-01-31 23:00:00,Jan,,4,N,7.0,10.0,24.0,1.0,1020.3,0.0,0.0,0.06,7.0
2015-02-01 00:00:00,Feb,Bronx,59,N,7.0,10.0,23.0,3.0,1021.5,0.0,0.0,0.06,7.0
2015-02-01 00:00:00,Feb,Brooklyn,1247,N,7.0,10.0,23.0,3.0,1021.5,0.0,0.0,0.06,7.0
2015-02-01 00:00:00,Feb,EWR,0,N,7.0,10.0,23.0,3.0,1021.5,0.0,0.0,0.06,7.0
2015-02-01 00:00:00,Feb,Manhattan,4814,N,7.0,10.0,23.0,3.0,1021.5,0.0,0.0,0.06,7.0
2015-02-01 00:00:00,Feb,Queens,328,N,7.0,10.0,23.0,3.0,1021.5,0.0,0.0,0.06,7.0
2015-02-01 00:00:00,Feb,Staten Island,1,N,7.0,10.0,23.0,3.0,1021.5,0.0,0.0,0.06,7.0
2015-02-01 01:00:00,Feb,Bronx,59,N,10.0,10.0,22.0,3.0,1022.5,0.0,0.0,0.06,7.0
2015-02-01 01:00:00,Feb,Brooklyn,1159,N,10.0,10.0,22.0,3.0,1022.5,0.0,0.0,0.06,7.0
2015-02-01 01:00:00,Feb,EWR,0,N,10.0,10.0,22.0,3.0,1022.5,0.0,0.0,0.06,7.0
2015-02-01 01:00:00,Feb,Manhattan,3745,N,10.0,10.0,22.0,3.0,1022.5,0.0,0.0,0.06,7.0
2015-02-01 01:00:00,Feb,Queens,279,N,10.0,10.0,22.0,3.0,1022.5,0.0,0.0,0.06,7.0
2015-02-01 01:00:00,Feb,Staten Island,2,N,10.0,10.0,22.0,3.0,1022.5,0.0,0.0,0.06,7.0
2015-02-01 02:00:00,Feb,Bronx,42,N,7.0,10.0,22.0,4.0,1022.5,0.0,0.0,0.06,7.0
2015-02-01 02:00:00,Feb,Brooklyn,983,N,7.0,10.0,22.0,4.0,1022.5,0.0,0.0,0.06,7.0
2015-02-01 02:00:00,Feb,EWR,0,N,7.0,10.0,22.0,4.0,1022.5,0.0,0.0,0.06,7.0
2015-02-01 02:00:00,Feb,Manhattan,2709,N,7.0,10.0,22.0,4.0,1022.5,0.0,0.0,0.06,7.0
2015-02-01 02:00:00,Feb,Queens,193,N,7.0,10.0,22.0,4.0,1022.5,0.0,0.0,0.06,7.0
2015-02-01 02:00:00,Feb,Staten Island,0,N,7.0,10.0,22.0,4.0,1022.5,0.0,0.0,0.06,7.0
2015-02-01 03:00:00,Feb,Bronx,36,N,6.0,10.0,21.0,4.0,1023.2,0.0,0.0,0.06,7.0
2015-02-01 03:00:00,Feb,Brooklyn,652,N,6.0,10.0,21.0,4.0,1023.2,0.0,0.0,0.06,7.0
2015-02-01 03:00:00,Feb,EWR,0,N,6.0,10.0,21.0,4.0,1023.2,0.0,0.0,0.06,7.0
2015-02-01 03:00:00,Feb,Manhattan,1807,N,6.0,10.0,21.0,4.0,1023.2,0.0,0.0,0.06,7.0
