"Дата","Критерий","Парам. №1","Парам. №2","Значение"
"10.01.2019","cities","Тюмень","",1
"10.01.2019","cities","Владивосток","",1
"10.01.2019","countries","Россия","",7
"10.01.2019","sections","Видеозаписи","",2
"10.01.2019","feedback","Нравится","",1
"10.01.2019","members","Новые участники","",1
"09.01.2019","views","","",20
"09.01.2019","visitors","","",17
"09.01.2019","gender","Ж","",10
"09.01.2019","gender","М","",4
"09.01.2019","age","21-24","",1
"09.01.2019","age","24-27","",1
"09.01.2019","age","27-30","",1
"09.01.2019","age","30-35","",4
"09.01.2019","age","35-45","",2
"09.01.2019","age","45+","",3
"09.01.2019","gender_age","Ж","21-24",1
"09.01.2019","gender_age","Ж","24-27",1
"09.01.2019","gender_age","Ж","27-30",1
"09.01.2019","gender_age","Ж","30-35",2
"09.01.2019","gender_age","Ж","35-45",1
"09.01.2019","gender_age","Ж","45+",2
"09.01.2019","gender_age","М","30-35",2
"09.01.2019","gender_age","М","35-45",1
"09.01.2019","gender_age","М","45+",1
"09.01.2019","cities","Санкт-Петербург","",5
"09.01.2019","cities","Москва","",1
"09.01.2019","cities","Уфа","",1
"09.01.2019","cities","Вахруши (пгт)","",1
"09.01.2019","cities","Тольятти","",1
"09.01.2019","countries","Россия","",15
"09.01.2019","countries","Германия","",1
"09.01.2019","countries","США","",1
"09.01.2019","sections","Видеозаписи","",2
"09.01.2019","feedback","Нравится","",1
"09.01.2019","members","Вышедшие участники","",1
"08.01.2019","views","","",14
"08.01.2019","visitors","","",10
"08.01.2019","gender","Ж","",6
"08.01.2019","gender","М","",4
"08.01.2019","age","18-21","",2
"08.01.2019","age","24-27","",1
"08.01.2019","age","27-30","",1
"08.01.2019","age","30-35","",2
"08.01.2019","age","45+","",3
"08.01.2019","gender_age","Ж","18-21",2
"08.01.2019","gender_age","Ж","24-27",1
"08.01.2019","gender_age","Ж","45+",2
"08.01.2019","gender_age","М","27-30",1
"08.01.2019","gender_age","М","30-35",2
"08.01.2019","gender_age","М","45+",1
"08.01.2019","cities","Москва","",2
"08.01.2019","cities","Санкт-Петербург","",2
"08.01.2019","cities","Мурманск","",1
"08.01.2019","cities","Набережные Челны","",1
"08.01.2019","cities","Ярославль","",1
"08.01.2019","cities","Тверь","",1
"08.01.2019","countries","Россия","",10
"08.01.2019","sections","Видеозаписи","",4
"08.01.2019","feedback","Нравится","",1
"08.01.2019","members","Новые участники","",1
"08.01.2019","members","Вышедшие участники","",1
"07.01.2019","views","","",16
"07.01.2019","visitors","","",10
"07.01.2019","gender","Ж","",3
"07.01.2019","gender","М","",7
"07.01.2019","age","18-21","",1
"07.01.2019","age","21-24","",2
"07.01.2019","age","27-30","",1
"07.01.2019","age","30-35","",2
"07.01.2019","age","35-45","",3
"07.01.2019","gender_age","Ж","18-21",1
"07.01.2019","gender_age","Ж","21-24",1
"07.01.2019","gender_age","М","21-24",1
"07.01.2019","gender_age","М","27-30",1
"07.01.2019","gender_age","М","30-35",2
"07.01.2019","gender_age","М","35-45",3
"07.01.2019","cities","Москва","",1
"07.01.2019","cities","Санкт-Петербург","",1
"07.01.2019","cities","Саратов","",1
"07.01.2019","cities","Самара","",1
"07.01.2019","cities","Мурманск","",1
"07.01.2019","cities","Калининград","",1
"07.01.2019","cities","Белгород","",1
"07.01.2019","countries","Россия","",10
"07.01.2019","sections","Видеозаписи","",3
"07.01.2019","members","Новые участники","",1
"06.01.2019","views","","",8
"06.01.2019","visitors","","",7
"06.01.2019","gender","Ж","",4
"06.01.2019","gender","М","",3
"06.01.2019","age","21-24","",1
"06.01.2019","age","27-30","",1
"06.01.2019","age","30-35","",1
"06.01.2019","age","35-45","",1
"06.01.2019","age","45+","",2
"06.01.2019","gender_age","Ж","27-30",1
"06.01.2019","gender_age","Ж","35-45",1
"06.01.2019","gender_age","Ж","45+",2
"06.01.2019","gender_age","М","21-24",1
"06.01.2019","gender_age","М","30-35",1
"06.01.2019","cities","Москва","",2
"06.01.2019","cities","Санкт-Петербург","",1
"06.01.2019","cities","Новоуральск","",1
"06.01.2019","cities","Белгород","",1
"06.01.2019","cities","Нижний Новгород","",1
"06.01.2019","countries","Россия","",7
"06.01.2019","sections","Видеозаписи","",1
"06.01.2019","members","Вышедшие участники","",2
"05.01.2019","views","","",23
"05.01.2019","visitors","","",17
"05.01.2019","gender","Ж","",9
"05.01.2019","gender","М","",8
"05.01.2019","age","18-21","",3
"05.01.2019","age","21-24","",1
"05.01.2019","age","27-30","",2
"05.01.2019","age","30-35","",5
"05.01.2019","age","35-45","",4
"05.01.2019","age","45+","",1
"05.01.2019","gender_age","Ж","18-21",2
"05.01.2019","gender_age","Ж","21-24",1
"05.01.2019","gender_age","Ж","27-30",1
"05.01.2019","gender_age","Ж","30-35",3
"05.01.2019","gender_age","Ж","45+",1
"05.01.2019","gender_age","М","18-21",1
"05.01.2019","gender_age","М","27-30",1
"05.01.2019","gender_age","М","30-35",2
"05.01.2019","gender_age","М","35-45",4
"05.01.2019","cities","Санкт-Петербург","",3
"05.01.2019","cities","Москва","",2
"05.01.2019","cities","Новосибирск","",1
"05.01.2019","cities","Бобруйск","",1
"05.01.2019","cities","Уфа","",1
"05.01.2019","cities","Воронеж","",1
"05.01.2019","cities","Киров","",1
"05.01.2019","cities","Александровское","",1
"05.01.2019","countries","Россия","",16
"05.01.2019","countries","Беларусь","",1
"05.01.2019","sections","Видеозаписи","",4
"05.01.2019","feedback","Нравится","",2
"05.01.2019","feedback","Рассказали друзьям","",1
"05.01.2019","members","Новые участники","",1
"04.01.2019","views","","",20
"04.01.2019","visitors","","",13
"04.01.2019","gender","Ж","",5
"04.01.2019","gender","М","",6
"04.01.2019","age","18-21","",1
"04.01.2019","age","24-27","",1
"04.01.2019","age","30-35","",4
"04.01.2019","age","35-45","",1
"04.01.2019","age","45+","",3
"04.01.2019","gender_age","Ж","18-21",1
"04.01.2019","gender_age","Ж","24-27",1
"04.01.2019","gender_age","Ж","45+",2
"04.01.2019","gender_age","М","30-35",4
"04.01.2019","gender_age","М","35-45",1
"04.01.2019","cities","Москва","",4
"04.01.2019","cities","Челябинск","",1
"04.01.2019","cities","Уфа","",1
"04.01.2019","cities","Краснодар","",1
"04.01.2019","cities","León","",1
"04.01.2019","countries","Россия","",11
"04.01.2019","countries","Австрия","",1
"04.01.2019","countries","Испания","",1
"04.01.2019","sections","Видеозаписи","",2
"04.01.2019","members","Новые участники","",2
"03.01.2019","views","","",20
"03.01.2019","visitors","","",12
"03.01.2019","gender","Ж","",6
"03.01.2019","gender","М","",6
"03.01.2019","age","24-27","",3
"03.01.2019","age","27-30","",2
"03.01.2019","age","30-35","",4
"03.01.2019","age","35-45","",2
"03.01.2019","gender_age","Ж","24-27",2
"03.01.2019","gender_age","Ж","30-35",2
"03.01.2019","gender_age","Ж","35-45",1
"03.01.2019","gender_age","М","24-27",1
"03.01.2019","gender_age","М","27-30",2
"03.01.2019","gender_age","М","30-35",2
"03.01.2019","gender_age","М","35-45",1
"03.01.2019","cities","Санкт-Петербург","",2
"03.01.2019","cities","Москва","",2
"03.01.2019","cities","Казань","",1
"03.01.2019","cities","Александровское","",1
"03.01.2019","cities","Истра","",1
"03.01.2019","countries","Россия","",11
"03.01.2019","countries","Беларусь","",1
"03.01.2019","sections","Видеозаписи","",1
"03.01.2019","sections","Фотоальбомы","",1
"03.01.2019","members","Новые участники","",4
"03.01.2019","members","Вышедшие участники","",2
"02.01.2019","views","","",18
"02.01.2019","visitors","","",12
"02.01.2019","gender","Ж","",4
"02.01.2019","gender","М","",8
"02.01.2019","age","18-21","",2
"02.01.2019","age","21-24","",3
"02.01.2019","age","27-30","",1
"02.01.2019","age","30-35","",2
"02.01.2019","age","35-45","",1
"02.01.2019","age","45+","",2
"02.01.2019","gender_age","Ж","18-21",2
"02.01.2019","gender_age","Ж","21-24",1
"02.01.2019","gender_age","Ж","30-35",1
"02.01.2019","gender_age","М","21-24",2
"02.01.2019","gender_age","М","27-30",1
"02.01.2019","gender_age","М","30-35",1
"02.01.2019","gender_age","М","35-45",1
"02.01.2019","gender_age","М","45+",2
"02.01.2019","cities","Санкт-Петербург","",4
"02.01.2019","cities","Ростов-на-Дону","",1
"02.01.2019","cities","Петушки","",1
"02.01.2019","cities","Севастополь","",1
"02.01.2019","cities","Москва","",1
"02.01.2019","cities","Frankfurt am Main","",1
"02.01.2019","countries","Россия","",12
"02.01.2019","sections","Видеозаписи","",1
"02.01.2019","members","Вышедшие участники","",2
"01.01.2019","views","","",13
"01.01.2019","visitors","","",9
"01.01.2019","gender","Ж","",2
"01.01.2019","gender","М","",7
"01.01.2019","age","21-24","",2
"01.01.2019","age","24-27","",1
"01.01.2019","age","27-30","",2
"01.01.2019","age","30-35","",2
"01.01.2019","age","35-45","",1
"01.01.2019","gender_age","Ж","21-24",1
"01.01.2019","gender_age","Ж","30-35",1
"01.01.2019","gender_age","М","21-24",1
"01.01.2019","gender_age","М","24-27",1
"01.01.2019","gender_age","М","27-30",2
"01.01.2019","gender_age","М","30-35",1
"01.01.2019","gender_age","М","35-45",1
"01.01.2019","cities","Санкт-Петербург","",2
"01.01.2019","cities","Москва","",1
"01.01.2019","cities","Лида","",1
"01.01.2019","cities","Махачкала","",1
"01.01.2019","cities","Александровское","",1
"01.01.2019","cities","Ижевск","",1
"01.01.2019","countries","Россия","",8
"01.01.2019","countries","Беларусь","",1
"01.01.2019","sections","Видеозаписи","",3
"01.01.2019","feedback","Нравится","",6
"01.01.2019","members","Новые участники","",2
"31.12.2018","views","","",17
"31.12.2018","visitors","","",13
"31.12.2018","gender","Ж","",4
"31.12.2018","gender","М","",7
"31.12.2018","age","18-21","",1
"31.12.2018","age","21-24","",1
"31.12.2018","age","27-30","",3
"31.12.2018","age","30-35","",1
"31.12.2018","age","35-45","",3
"31.12.2018","age","45+","",1
"31.12.2018","gender_age","Ж","18-21",1
"31.12.2018","gender_age","Ж","21-24",1
"31.12.2018","gender_age","Ж","27-30",1
"31.12.2018","gender_age","Ж","35-45",1
"31.12.2018","gender_age","М","27-30",2
"31.12.2018","gender_age","М","30-35",1
"31.12.2018","gender_age","М","35-45",2
"31.12.2018","gender_age","М","45+",1
"31.12.2018","cities","Оренбург","",1
"31.12.2018","cities","Курган","",1
"31.12.2018","cities","Москва","",1
"31.12.2018","cities","New York City","",1
"31.12.2018","countries","Россия","",13
"31.12.2018","sections","Видеозаписи","",2
"31.12.2018","members","Вышедшие участники","",1
"30.12.2018","views","","",9
"30.12.2018","visitors","","",8
"30.12.2018","gender","Ж","",4
"30.12.2018","gender","М","",2
"30.12.2018","age","18-21","",1
"30.12.2018","age","24-27","",1
"30.12.2018","age","27-30","",1
"30.12.2018","age","30-35","",3
"30.12.2018","gender_age","Ж","18-21",1
"30.12.2018","gender_age","Ж","24-27",1
"30.12.2018","gender_age","Ж","30-35",2
"30.12.2018","gender_age","М","27-30",1
"30.12.2018","gender_age","М","30-35",1
"30.12.2018","cities","Москва","",2
"30.12.2018","cities","Санкт-Петербург","",1
"30.12.2018","countries","Россия","",8
"30.12.2018","sections","Видеозаписи","",1
"30.12.2018","members","Вышедшие участники","",2
"29.12.2018","views","","",14
"29.12.2018","visitors","","",11
"29.12.2018","gender","Ж","",4
"29.12.2018","gender","М","",6
"29.12.2018","age","18-21","",3
"29.12.2018","age","24-27","",1
"29.12.2018","age","27-30","",3
"29.12.2018","age","30-35","",1
"29.12.2018","age","35-45","",1
"29.12.2018","gender_age","Ж","18-21",3
"29.12.2018","gender_age","Ж","30-35",1
"29.12.2018","gender_age","М","24-27",1
"29.12.2018","gender_age","М","27-30",3
"29.12.2018","gender_age","М","35-45",1
"29.12.2018","cities","Санкт-Петербург","",2
"29.12.2018","cities","Москва","",2
"29.12.2018","countries","Россия","",9
"29.12.2018","countries","Украина","",1
"29.12.2018","countries","Китай","",1
"29.12.2018","sections","Видеозаписи","",3
"28.12.2018","views","","",14
"28.12.2018","visitors","","",9
"28.12.2018","gender","Ж","",3
"28.12.2018","gender","М","",6
"28.12.2018","age","18-21","",2
"28.12.2018","age","27-30","",1
"28.12.2018","age","35-45","",2
"28.12.2018","age","45+","",3
"28.12.2018","gender_age","Ж","18-21",1
"28.12.2018","gender_age","Ж","35-45",1
"28.12.2018","gender_age","Ж","45+",1
"28.12.2018","gender_age","М","18-21",1
"28.12.2018","gender_age","М","27-30",1
"28.12.2018","gender_age","М","35-45",1
"28.12.2018","gender_age","М","45+",2
"28.12.2018","cities","Москва","",2
"28.12.2018","cities","Сланцы","",1
"28.12.2018","cities","Washington, D.C.","",1
"28.12.2018","cities","Чусовой","",1
"28.12.2018","countries","Россия","",9
"28.12.2018","sections","Видеозаписи","",4
"28.12.2018","members","Вышедшие участники","",2
"27.12.2018","views","","",8
"27.12.2018","visitors","","",8
"27.12.2018","gender","Ж","",3
"27.12.2018","gender","М","",5
"27.12.2018","age","1-18","",2
"27.12.2018","age","27-30","",2
"27.12.2018","age","30-35","",1
"27.12.2018","age","35-45","",1
"27.12.2018","gender_age","Ж","1-18",1
"27.12.2018","gender_age","Ж","27-30",1
"27.12.2018","gender_age","Ж","30-35",1
"27.12.2018","gender_age","М","1-18",1
"27.12.2018","gender_age","М","27-30",1
"27.12.2018","gender_age","М","35-45",1
"27.12.2018","cities","Санкт-Петербург","",2
"27.12.2018","cities","Москва","",2
"27.12.2018","cities","Зеленодольск","",1
"27.12.2018","countries","Россия","",7
"27.12.2018","countries","Беларусь","",1
"27.12.2018","sections","Видеозаписи","",1
"26.12.2018","views","","",15
"26.12.2018","visitors","","",12
"26.12.2018","gender","Ж","",3
"26.12.2018","gender","М","",8
"26.12.2018","age","18-21","",1
"26.12.2018","age","27-30","",4
"26.12.2018","age","30-35","",2
"26.12.2018","age","35-45","",1
"26.12.2018","gender_age","Ж","18-21",1
"26.12.2018","gender_age","Ж","27-30",1
"26.12.2018","gender_age","М","27-30",3
"26.12.2018","gender_age","М","30-35",2
"26.12.2018","gender_age","М","35-45",1
"26.12.2018","cities","Санкт-Петербург","",2
"26.12.2018","cities","Москва","",2
"26.12.2018","cities","Бишкек","",1
"26.12.2018","cities","Новополоцк","",1
"26.12.2018","cities","Приютово","",1
"26.12.2018","countries","Россия","",8
"26.12.2018","countries","Беларусь","",2
"26.12.2018","countries","Германия","",1
"26.12.2018","countries","США","",1
"26.12.2018","sections","Видеозаписи","",2
"26.12.2018","members","Вышедшие участники","",2
"25.12.2018","views","","",12
"25.12.2018","visitors","","",8
"25.12.2018","gender","Ж","",2
"25.12.2018","gender","М","",5
"25.12.2018","age","1-18","",1
"25.12.2018","age","27-30","",2
"25.12.2018","age","30-35","",2
"25.12.2018","age","35-45","",1
"25.12.2018","age","45+","",1
"25.12.2018","gender_age","Ж","27-30",1
"25.12.2018","gender_age","Ж","45+",1
"25.12.2018","gender_age","М","1-18",1
"25.12.2018","gender_age","М","27-30",1
"25.12.2018","gender_age","М","30-35",2
"25.12.2018","gender_age","М","35-45",1
"25.12.2018","cities","Санкт-Петербург","",2
"25.12.2018","cities","Доброполье","",1
"25.12.2018","cities","Харьков","",1
"25.12.2018","cities","Москва","",1
"25.12.2018","cities","Иерусалим","",1
"25.12.2018","countries","Россия","",7
"25.12.2018","countries","Украина","",1
"25.12.2018","sections","Видеозаписи","",1
"25.12.2018","members","Новые участники","",1
"24.12.2018","views","","",14
"24.12.2018","visitors","","",12
"24.12.2018","gender","Ж","",5
"24.12.2018","gender","М","",7
"24.12.2018","age","1-18","",1
"24.12.2018","age","18-21","",1
"24.12.2018","age","24-27","",2
"24.12.2018","age","27-30","",3
"24.12.2018","age","30-35","",1
"24.12.2018","age","35-45","",2
"24.12.2018","gender_age","Ж","18-21",1
"24.12.2018","gender_age","Ж","24-27",2
"24.12.2018","gender_age","Ж","30-35",1
"24.12.2018","gender_age","М","1-18",1
"24.12.2018","gender_age","М","27-30",3
"24.12.2018","gender_age","М","35-45",2
"24.12.2018","cities","Санкт-Петербург","",5
"24.12.2018","cities","Москва","",2
"24.12.2018","cities","Рязань","",1
"24.12.2018","cities","Киреевск","",1
"24.12.2018","cities","Новониколаевский","",1
"24.12.2018","countries","Россия","",12
"24.12.2018","sections","Видеозаписи","",1
"24.12.2018","feedback","Нравится","",1
"24.12.2018","members","Новые участники","",1
"24.12.2018","members","Вышедшие участники","",5
"23.12.2018","views","","",14
"23.12.2018","visitors","","",10
"23.12.2018","gender","Ж","",3
"23.12.2018","gender","М","",6
"23.12.2018","age","1-18","",1
"23.12.2018","age","18-21","",1
"23.12.2018","age","21-24","",1
"23.12.2018","age","27-30","",3
"23.12.2018","age","30-35","",1
"23.12.2018","gender_age","Ж","18-21",1
"23.12.2018","gender_age","Ж","21-24",1
"23.12.2018","gender_age","Ж","27-30",1
"23.12.2018","gender_age","М","1-18",1
"23.12.2018","gender_age","М","27-30",2
"23.12.2018","gender_age","М","30-35",1
"23.12.2018","cities","Москва","",1
"23.12.2018","cities","Воронеж","",1
"23.12.2018","cities","Серпухов","",1
"23.12.2018","cities","Котлас","",1
"23.12.2018","countries","Россия","",9
"23.12.2018","countries","США","",1
"23.12.2018","sections","Видеозаписи","",3
"23.12.2018","activity","Добавления в закладки","",1
"23.12.2018","feedback","Рассказали друзьям","",1
"23.12.2018","feedback","Комментарии","",1
"23.12.2018","members","Вышедшие участники","",1
"22.12.2018","views","","",12
"22.12.2018","visitors","","",10
"22.12.2018","gender","Ж","",6
"22.12.2018","gender","М","",3
"22.12.2018","age","18-21","",3
"22.12.2018","age","21-24","",1
"22.12.2018","age","30-35","",1
"22.12.2018","age","35-45","",1
"22.12.2018","age","45+","",2
"22.12.2018","gender_age","Ж","18-21",2
"22.12.2018","gender_age","Ж","21-24",1
"22.12.2018","gender_age","Ж","30-35",1
"22.12.2018","gender_age","Ж","35-45",1
"22.12.2018","gender_age","Ж","45+",1
"22.12.2018","gender_age","М","18-21",1
"22.12.2018","gender_age","М","45+",1
"22.12.2018","cities","Санкт-Петербург","",3
"22.12.2018","cities","Detroit","",1
"22.12.2018","cities","Москва","",1
"22.12.2018","countries","Россия","",9
"22.12.2018","countries","США","",1
"22.12.2018","feedback","Нравится","",1
"22.12.2018","members","Новые участники","",1
"22.12.2018","members","Вышедшие участники","",2
"21.12.2018","views","","",8
"21.12.2018","visitors","","",8
"21.12.2018","gender","Ж","",5
"21.12.2018","gender","М","",2
"21.12.2018","age","21-24","",2
"21.12.2018","age","24-27","",1
"21.12.2018","age","27-30","",1
"21.12.2018","age","30-35","",1
"21.12.2018","age","35-45","",1
"21.12.2018","gender_age","Ж","21-24",2
"21.12.2018","gender_age","Ж","24-27",1
"21.12.2018","gender_age","Ж","30-35",1
"21.12.2018","gender_age","М","27-30",1
"21.12.2018","gender_age","М","35-45",1
"21.12.2018","cities","Санкт-Петербург","",3
"21.12.2018","cities","Москва","",2
"21.12.2018","cities","Киров","",1
"21.12.2018","cities","Выборг","",1
"21.12.2018","countries","Россия","",7
"21.12.2018","countries","Китай","",1
"21.12.2018","sections","Видеозаписи","",1
"21.12.2018","feedback","Нравится","",1
"21.12.2018","members","Новые участники","",2
"21.12.2018","members","Вышедшие участники","",1
"20.12.2018","views","","",13
"20.12.2018","visitors","","",8
"20.12.2018","gender","Ж","",3
"20.12.2018","gender","М","",5
"20.12.2018","age","18-21","",1
"20.12.2018","age","27-30","",1
"20.12.2018","age","30-35","",1
"20.12.2018","age","35-45","",1
"20.12.2018","age","45+","",3
"20.12.2018","gender_age","Ж","35-45",1
"20.12.2018","gender_age","Ж","45+",2
"20.12.2018","gender_age","М","18-21",1
"20.12.2018","gender_age","М","27-30",1
"20.12.2018","gender_age","М","30-35",1
"20.12.2018","gender_age","М","45+",1
"20.12.2018","cities","Санкт-Петербург","",2
"20.12.2018","cities","Москва","",2
"20.12.2018","cities","Макеевка","",1
"20.12.2018","cities","Алматы","",1
"20.12.2018","cities","Выборг","",1
"20.12.2018","countries","Россия","",6
"20.12.2018","countries","Украина","",1
"20.12.2018","countries","Казахстан","",1
"20.12.2018","sections","Видеозаписи","",3
"20.12.2018","feedback","Нравится","",1
"20.12.2018","feedback","Рассказали друзьям","",1
"20.12.2018","members","Новые участники","",1
"20.12.2018","members","Вышедшие участники","",1
"19.12.2018","views","","",8
"19.12.2018","visitors","","",6
"19.12.2018","gender","Ж","",2
"19.12.2018","gender","М","",2
"19.12.2018","age","21-24","",2
"19.12.2018","age","27-30","",1
"19.12.2018","age","45+","",1
"19.12.2018","gender_age","Ж","21-24",1
"19.12.2018","gender_age","Ж","45+",1
"19.12.2018","gender_age","М","21-24",1
"19.12.2018","gender_age","М","27-30",1
"19.12.2018","cities","Москва","",2
"19.12.2018","cities","Гродно","",1
"19.12.2018","countries","Россия","",4
"19.12.2018","countries","Молдова","",1
"19.12.2018","countries","Беларусь","",1
"19.12.2018","sections","Видеозаписи","",2
"19.12.2018","members","Новые участники","",1
"18.12.2018","views","","",17
"18.12.2018","visitors","","",12
"18.12.2018","gender","Ж","",3
"18.12.2018","gender","М","",8
"18.12.2018","age","1-18","",1
"18.12.2018","age","27-30","",1
"18.12.2018","age","35-45","",5
"18.12.2018","age","45+","",2
"18.12.2018","gender_age","Ж","1-18",1
"18.12.2018","gender_age","Ж","35-45",1
"18.12.2018","gender_age","М","27-30",1
"18.12.2018","gender_age","М","35-45",4
"18.12.2018","gender_age","М","45+",2
"18.12.2018","cities","Санкт-Петербург","",5
"18.12.2018","cities","Москва","",2
"18.12.2018","cities","Новосибирск","",1
"18.12.2018","cities","Димитровград","",1
"18.12.2018","countries","Россия","",11
"18.12.2018","countries","Мексика","",1
"18.12.2018","sections","Видеозаписи","",4
"18.12.2018","members","Новые участники","",1
"17.12.2018","views","","",11
"17.12.2018","visitors","","",10
"17.12.2018","gender","Ж","",2
"17.12.2018","gender","М","",8
"17.12.2018","age","1-18","",2
"17.12.2018","age","18-21","",1
"17.12.2018","age","21-24","",1
"17.12.2018","age","27-30","",1
"17.12.2018","age","30-35","",1
"17.12.2018","age","35-45","",1
"17.12.2018","age","45+","",2
"17.12.2018","gender_age","Ж","21-24",1
"17.12.2018","gender_age","Ж","45+",1
"17.12.2018","gender_age","М","1-18",2
"17.12.2018","gender_age","М","18-21",1
"17.12.2018","gender_age","М","27-30",1
"17.12.2018","gender_age","М","30-35",1
"17.12.2018","gender_age","М","35-45",1
"17.12.2018","gender_age","М","45+",1
"17.12.2018","cities","Санкт-Петербург","",4
"17.12.2018","cities","Москва","",1
"17.12.2018","cities","Новосибирск","",1
"17.12.2018","cities","Нижний Новгород","",1
"17.12.2018","cities","London","",1
"17.12.2018","cities","Махачкала","",1
"17.12.2018","countries","Россия","",10
"17.12.2018","sections","Видеозаписи","",2
"17.12.2018","activity","Добавления в закладки","",1
"16.12.2018","views","","",15
"16.12.2018","visitors","","",12
"16.12.2018","gender","Ж","",4
"16.12.2018","gender","М","",8
"16.12.2018","age","18-21","",1
"16.12.2018","age","21-24","",2
"16.12.2018","age","27-30","",2
"16.12.2018","age","30-35","",1
"16.12.2018","age","35-45","",1
"16.12.2018","age","45+","",2
"16.12.2018","gender_age","Ж","21-24",1
"16.12.2018","gender_age","Ж","27-30",1
"16.12.2018","gender_age","Ж","45+",2
"16.12.2018","gender_age","М","18-21",1
"16.12.2018","gender_age","М","21-24",1
"16.12.2018","gender_age","М","27-30",1
"16.12.2018","gender_age","М","30-35",1
"16.12.2018","gender_age","М","35-45",1
"16.12.2018","cities","Санкт-Петербург","",3
"16.12.2018","cities","Москва","",2
"16.12.2018","cities","Уральск","",1
"16.12.2018","cities","Приютово","",1
"16.12.2018","cities","Краснодар","",1
"16.12.2018","cities","Томск","",1
"16.12.2018","cities","Киреевск","",1
"16.12.2018","cities","Чебоксары","",1
"16.12.2018","countries","Россия","",11
"16.12.2018","countries","Казахстан","",1
"16.12.2018","sections","Видеозаписи","",1
"16.12.2018","sections","Фотоальбомы","",1
"16.12.2018","feedback","Нравится","",1
"16.12.2018","feedback","Рассказали друзьям","",1
"16.12.2018","members","Новые участники","",2
"16.12.2018","members","Вышедшие участники","",2
"15.12.2018","views","","",23
"15.12.2018","visitors","","",13
"15.12.2018","gender","Ж","",10
"15.12.2018","gender","М","",3
"15.12.2018","age","1-18","",1
"15.12.2018","age","18-21","",4
"15.12.2018","age","21-24","",4
"15.12.2018","age","27-30","",2
"15.12.2018","age","35-45","",1
"15.12.2018","age","45+","",1
"15.12.2018","gender_age","Ж","1-18",1
"15.12.2018","gender_age","Ж","18-21",4
"15.12.2018","gender_age","Ж","21-24",3
"15.12.2018","gender_age","Ж","35-45",1
"15.12.2018","gender_age","Ж","45+",1
"15.12.2018","gender_age","М","21-24",1
"15.12.2018","gender_age","М","27-30",2
"15.12.2018","cities","Санкт-Петербург","",7
"15.12.2018","cities","Ōsaka","",1
"15.12.2018","cities","Калининград","",1
"15.12.2018","cities","Москва","",1
"15.12.2018","countries","Россия","",13
"15.12.2018","sections","Видеозаписи","",2
"14.12.2018","views","","",9
"14.12.2018","visitors","","",9
"14.12.2018","gender","Ж","",5
"14.12.2018","gender","М","",4
"14.12.2018","age","18-21","",2
"14.12.2018","age","24-27","",1
"14.12.2018","age","27-30","",3
"14.12.2018","age","35-45","",1
"14.12.2018","age","45+","",1
"14.12.2018","gender_age","Ж","18-21",2
"14.12.2018","gender_age","Ж","27-30",2
"14.12.2018","gender_age","Ж","35-45",1
"14.12.2018","gender_age","М","24-27",1
"14.12.2018","gender_age","М","27-30",1
"14.12.2018","gender_age","М","45+",1
"14.12.2018","cities","Санкт-Петербург","",4
"14.12.2018","cities","Чебоксары","",1
"14.12.2018","cities","Москва","",1
"14.12.2018","cities","Омск","",1
"14.12.2018","cities","Махачкала","",1
"14.12.2018","cities","Уфа","",1
"14.12.2018","countries","Россия","",9
"14.12.2018","sections","Видеозаписи","",2
"14.12.2018","feedback","Нравится","",1
"14.12.2018","members","Новые участники","",1
"14.12.2018","members","Вышедшие участники","",1
"13.12.2018","views","","",15
"13.12.2018","visitors","","",11
"13.12.2018","gender","Ж","",5
"13.12.2018","gender","М","",6
"13.12.2018","age","1-18","",1
"13.12.2018","age","18-21","",3
"13.12.2018","age","21-24","",3
"13.12.2018","age","24-27","",1
"13.12.2018","age","27-30","",1
"13.12.2018","gender_age","Ж","1-18",1
"13.12.2018","gender_age","Ж","18-21",2
"13.12.2018","gender_age","Ж","24-27",1
"13.12.2018","gender_age","М","18-21",1
"13.12.2018","gender_age","М","21-24",3
"13.12.2018","gender_age","М","27-30",1
"13.12.2018","cities","Санкт-Петербург","",3
"13.12.2018","cities","Москва","",1
"13.12.2018","cities","Оренбург","",1
"13.12.2018","cities","Нефтеюганск","",1
"13.12.2018","cities","Минск","",1
"13.12.2018","countries","Россия","",11
"13.12.2018","sections","Видеозаписи","",3
"13.12.2018","members","Вышедшие участники","",1
"12.12.2018","views","","",18
"12.12.2018","visitors","","",14
"12.12.2018","gender","Ж","",7
"12.12.2018","gender","М","",6
"12.12.2018","age","21-24","",1
"12.12.2018","age","24-27","",3
"12.12.2018","age","27-30","",3
"12.12.2018","age","30-35","",4
"12.12.2018","age","45+","",1
"12.12.2018","gender_age","Ж","21-24",1
"12.12.2018","gender_age","Ж","24-27",2
"12.12.2018","gender_age","Ж","30-35",3
"12.12.2018","gender_age","Ж","45+",1
"12.12.2018","gender_age","М","24-27",1
"12.12.2018","gender_age","М","27-30",3
"12.12.2018","gender_age","М","30-35",1
"12.12.2018","cities","Санкт-Петербург","",6
"12.12.2018","cities","Москва","",2
"12.12.2018","cities","Брянск","",1
"12.12.2018","cities","Уфа","",1
"12.12.2018","cities","Екатеринбург","",1
"12.12.2018","countries","Россия","",14
"12.12.2018","sections","Видеозаписи","",2
"12.12.2018","members","Новые участники","",3
"12.12.2018","members","Вышедшие участники","",1
