|id|order_date|ship_mode|customer_id|sales
1223|132276|2015-02-23|Standard|LC-16960|37.775999999999996
1224|132318|2015-10-30|First|TT-21220|182.91
1225|132374|2015-02-22|Second|PS-19045|79.36
1226|132388|2015-10-10|First|KN-16390|393.186
1227|132465|2015-09-11|Second|DM-13525|1082.15
1228|132486|2015-10-23|Second|JF-15355|1446.7839999999999
1229|132507|2015-07-30|Second|CC-12610|61.792
1230|132570|2015-10-31|Second|KT-16480|82.74
1231|132626|2015-07-09|Standard|BT-11680|1133.82
1232|132633|2015-02-03|Second|KH-16630|12.144
1233|132815|2015-09-19|Second|RW-19540|22.96
1234|132906|2015-09-10|Standard|CC-12145|51.52
1235|132941|2015-05-25|First|MM-18280|262.72
1236|132948|2015-03-27|Standard|MV-17485|83.7
1237|133025|2015-09-17|Second|MO-17800|32.4
1238|133242|2015-06-18|Standard|KH-16510|1046.47
1239|133396|2015-08-13|First|GK-14620|64.68
1240|133445|2015-10-05|Standard|JF-15490|357.462
1241|133452|2015-04-13|Standard|ZC-21910|910.7919999999999
1242|133494|2015-03-01|Standard|RP-19390|3.552
1243|133536|2015-03-28|Second|JH-15820|22.92
1244|133585|2015-03-01|First|CM-12715|1283.3264
1245|133627|2015-05-31|Standard|SC-20050|22.2
1246|133837|2015-04-13|Standard|TH-21100|10.744000000000002
1247|133977|2015-09-06|Second|AT-10435|3.444
1248|134075|2015-12-12|Standard|HA-14905|526.88
1249|134082|2015-12-11|Standard|JK-15640|110.52799999999999
1250|134117|2015-12-17|Second|PG-18895|450.194
1251|134201|2015-04-10|Standard|EH-14125|156.71
1252|134257|2015-03-16|Second|MS-17710|498.93
1253|134719|2015-10-10|Standard|JD-15790|1801.632
1254|134747|2015-10-12|Second|DL-12925|412.24
1255|134782|2015-12-27|Standard|MD-17350|105.42
1256|134859|2015-10-04|Standard|JK-16120|85.68
1257|134894|2015-12-07|Standard|DK-12985|436.86
1258|134922|2015-11-07|Standard|KB-16240|24.4
1259|134943|2015-12-05|First|SU-20665|152.8
1260|134992|2015-09-22|Second|MG-17875|80.38
1261|135020|2015-05-28|Standard|MS-17770|632.856
1262|135174|2015-04-30|Second|BP-11230|1022.97
1263|135251|2015-08-06|Standard|RP-19270|467.6532
1264|135272|2015-12-07|Standard|MS-17830|79.92
1265|135314|2015-07-09|Second|MC-17575|269.982
1266|135363|2015-03-28|Standard|CK-12205|20.784000000000002
1267|135391|2015-02-09|Second|FA-14230|80.88
1268|135489|2015-09-19|Second|GW-14605|279.86
1269|135510|2015-09-05|Standard|TW-21025|67.96
1270|135538|2015-12-24|Standard|HR-14830|883.84
1271|135545|2015-11-24|Standard|KM-16720|266.29400000000004
1272|135580|2015-12-30|Standard|CL-12565|3251.34
1273|135622|2015-12-08|Second|TT-21460|2079.112
1274|135685|2015-11-16|Second|MP-18175|2233.02
1275|135727|2015-05-11|Second|PS-18970|191.968
1276|135853|2015-12-11|First|CA-12775|324.22
1277|136105|2015-06-12|Standard|SZ-20035|24.56
1278|136147|2015-11-13|Standard|FM-14380|233.06400000000002
1279|136196|2015-11-28|Standard|TP-21415|322.59
1280|136224|2015-05-31|Same Day|ML-18265|10.272
1281|136378|2015-04-02|Standard|CS-11845|9.156
1282|136420|2015-11-20|First|CS-12250|139.816
1283|136469|2015-07-11|First|TS-21370|1136.896
1284|136658|2015-09-10|Standard|BO-11425|6.08
1285|136700|2015-12-06|Second|DB-13120|8.96
1286|136728|2015-09-13|Second|AG-10900|177.896
1287|136735|2015-07-26|Standard|HA-14920|167.86
1288|136798|2015-05-08|Standard|DL-12925|545.91
1289|136805|2015-05-23|Second|NM-18445|925.83
1290|137064|2015-02-06|Standard|TS-21655|692.2139999999999
1291|137071|2015-12-20|First|ED-13885|100.8
1292|137106|2015-03-31|Standard|SC-20260|79.96
1293|137113|2015-12-01|Second|TW-21025|4210.65
1294|137225|2015-12-15|Standard|JK-15640|3.28
1295|137281|2015-06-13|Standard|BF-10975|6.48
1296|137302|2015-04-26|Standard|BW-11110|485.784
1297|137512|2015-05-07|Standard|AG-10675|259.942
1298|137526|2015-01-13|Standard|PB-19150|612.4580000000001
1299|137603|2015-09-19|Standard|MH-17290|8.4
1300|137708|2015-11-22|Second|NG-18430|114.37
1301|137750|2015-06-25|Standard|JF-15565|204.85
1302|137897|2015-11-14|Standard|PJ-18835|134.5
1303|137925|2015-11-30|Standard|JL-15235|705.068
1304|137946|2015-09-01|Second|DB-13615|979.1039999999999
1305|137974|2015-04-16|First|LL-16840|2298.9
1306|138002|2015-09-06|Standard|BT-11305|197.916
1307|138009|2015-11-29|Standard|SF-20965|1542.47
1308|138219|2015-03-23|Standard|BP-11095|33.36
1309|138331|2015-08-07|Standard|JK-15625|106.8
1310|138457|2015-09-13|Standard|AM-10705|13.092
1311|138485|2015-02-27|Second|NP-18670|538.92
1312|138492|2015-05-15|Standard|FC-14335|51.968
1313|138534|2015-07-17|Second|JM-15535|195.46599999999998
1314|138625|2015-11-02|First|EG-13900|197.72
1315|138674|2015-11-14|First|KB-16585|259.86400000000003
1316|138898|2015-05-25|Standard|JH-16180|845.7280000000001
1317|138954|2015-11-15|First|MH-17785|224.93400000000003
1318|139094|2015-11-22|Standard|MO-17800|206.96200000000002
1319|139164|2015-06-23|Standard|CS-12355|366.99
1320|139248|2015-07-25|Standard|RD-19930|623.96
1321|139290|2015-10-26|Standard|MY-17380|5.76
1322|139374|2015-09-10|Standard|AR-10345|179.886
1323|139584|2015-08-24|Standard|EM-13810|310.36400000000003
1324|139731|2015-10-15|Same Day|JE-15745|2717.31
1325|139738|2015-09-25|Standard|DK-12895|128.744
1326|139780|2015-12-31|Second|AH-10690|116.4
1327|139850|2015-06-12|Standard|GB-14575|64.032
1328|139962|2015-12-13|Standard|Dp-13240|57.32
1329|140025|2015-04-07|Standard|PF-19120|847.2
1330|140144|2015-06-20|Second|SC-20770|383.616
1331|140221|2015-03-05|Second|MS-17365|257.32
1332|140375|2015-10-02|Second|SG-20470|26.82
1333|140410|2015-11-03|Standard|CM-12655|1345.418
1334|140557|2015-09-07|Standard|TN-21040|559.93
1335|140718|2015-07-02|First|FA-14230|246.364
1336|140830|2015-11-30|Second|PS-18970|89.36
1337|140921|2015-02-03|First|AA-10375|178.37
1338|140984|2015-09-14|Standard|CC-12685|1884.144
1339|141012|2015-06-09|Second|TG-21640|495.736
1340|141040|2015-10-09|Second|TB-21250|655.88
1341|141145|2015-09-17|Standard|DB-13405|87.16799999999999
1342|141243|2015-01-03|Second|AH-10465|1757.8536
1343|141250|2015-01-19|Standard|PM-18940|301.742
1344|141327|2015-11-30|First|LR-16915|440.144
1345|141565|2015-09-20|Standard|BG-11035|1664.132
1346|141593|2015-12-14|Second|DB-12970|369.56
1347|141740|2015-11-01|Standard|JF-15490|205.16400000000002
1348|141754|2015-12-20|Standard|EM-14200|11.696
1349|141768|2015-05-25|Second|NP-18685|14.73
1350|141810|2015-11-02|Standard|BB-10990|374.07599999999996
1351|141936|2015-08-07|Standard|PN-18775|19.152
1352|142027|2015-04-09|Standard|JK-15370|369.912
1353|142041|2015-06-07|Second|EM-13810|7.52
1354|142055|2015-05-08|First|AB-10255|37.94
1355|142139|2015-08-31|Standard|SD-20485|20.96
1356|142202|2015-09-18|Second|JR-16210|717.12
1357|142237|2015-07-11|First|CK-12595|676.7339999999999
1358|142377|2015-12-04|Standard|MS-17980|85.96
1359|142419|2015-07-11|Second|SC-20380|128.322
1360|142433|2015-04-20|Standard|ES-14020|117.456
1361|142454|2015-08-15|Standard|RE-19450|174.49
1362|142475|2015-12-03|Standard|BS-11380|590.352
1363|142601|2015-04-18|Second|DE-13255|1009.13
1364|142692|2015-10-23|Standard|AG-10495|3.592
1365|142734|2015-04-16|Standard|DM-13345|127.764
1366|142755|2015-09-04|Standard|CS-12355|919.49
1367|142930|2015-11-28|Standard|EB-14170|335.52
1368|142937|2015-12-05|First|SF-20065|45.04
1369|142944|2015-03-06|Standard|JL-15850|1555.244
1370|142993|2015-10-12|Standard|KA-16525|99.86
1371|143077|2015-09-17|Standard|SF-20965|28.524
1372|143105|2015-12-10|Same Day|MA-17560|1033.234
1373|143119|2015-09-24|Standard|MC-17275|517.5
1374|143147|2015-05-26|Second|PS-18760|610.156
1375|143238|2015-09-06|First|LO-17170|46.32
1376|143364|2015-07-14|Second|TG-21310|860.916
1377|143490|2015-12-06|Standard|NP-18325|339.334
1378|143532|2015-03-19|Standard|DC-12850|14.495999999999999
1379|143602|2015-04-25|Second|JS-15595|13.944
1380|143616|2015-09-27|Second|SS-20140|99.2
1381|143700|2015-07-26|Same Day|AS-10240|10.368
1382|143882|2015-06-26|Standard|DB-13360|43.056000000000004
1383|143980|2015-12-25|Standard|JK-15640|414.96
1384|144043|2015-05-10|Standard|AB-10165|46.688
1385|144099|2015-11-29|Same Day|PO-19195|4.303999999999999
1386|144190|2015-06-09|Standard|NC-18415|12.96
1387|144253|2015-05-04|Second|AS-10225|26.8
1388|144267|2015-08-21|First|NZ-18565|632.148
1389|144274|2015-11-23|Second|PW-19240|420.64
1390|144288|2015-12-25|Standard|MB-17305|19.584
1391|144302|2015-06-19|Standard|ME-17320|5.792000000000001
1392|144386|2015-11-05|Standard|GT-14635|25.344
1393|144519|2015-11-13|Standard|AW-10930|403.94
1394|144652|2015-11-20|Standard|SN-20560|19.46
1395|144722|2015-03-16|Standard|MF-18250|43.13
1396|144806|2015-12-06|Standard|GH-14425|757.712
1397|144890|2015-12-25|Standard|SM-20320|9.96
1398|145065|2015-12-12|First|DK-13375|32.308
1399|145184|2015-11-27|First|JD-16150|188.94
1400|145324|2015-11-15|Standard|DH-13675|39.96
1401|145352|2015-03-16|Standard|CM-12385|6412.77
1402|145394|2015-11-16|Standard|MC-17605|295.968
1403|145401|2015-01-30|Standard|JP-15520|14.304
1404|145415|2015-04-12|Second|RD-19660|40.74
1405|145457|2015-03-24|Second|CP-12085|46.9
1406|145485|2015-11-05|Same Day|JM-16195|62.8
1407|145758|2015-10-30|Same Day|BF-11020|1035.8
1408|145814|2015-11-19|Standard|KD-16345|867.7439999999999
1409|145821|2015-05-01|Standard|JB-15400|88.75200000000001
1410|145828|2015-10-05|First|MB-17305|53.04
1411|145835|2015-05-13|Second|BF-11170|238.38400000000001
1412|145849|2015-09-15|Second|CT-11995|215.18
1413|146038|2015-02-09|Standard|SJ-20215|203.92
1414|146087|2015-07-06|Standard|PP-18955|301.96
1415|146255|2015-03-07|First|EM-14140|807.54
1416|146262|2015-01-02|Standard|VW-21775|1816.6960000000001
1417|146290|2015-05-04|Standard|SV-20815|125.93
1418|146465|2015-11-20|Standard|PB-18805|24.191999999999997
1419|146486|2015-11-09|Second|DV-13465|1170.72
1420|146563|2015-08-24|Standard|CB-12025|2645.0209999999997
1421|146675|2015-04-16|Standard|SB-20185|1483.5279999999998
1422|146696|2015-12-14|Standard|RD-19480|8.096
1423|146829|2015-03-10|Same Day|TS-21340|1.112
1424|146948|2015-07-16|Standard|MG-17890|299.75
1425|147011|2015-06-18|Standard|HR-14830|13.632
1426|147102|2015-09-19|Standard|NH-18610|66.36
1427|147501|2015-08-02|Standard|Co-12640|564.768
1428|147529|2015-02-07|Standard|DK-12835|324.11
1429|147690|2015-11-10|Standard|SC-20020|577.5840000000001
1430|147788|2015-05-31|Standard|TM-21010|1745.71
1431|147816|2015-09-24|Second|CM-11935|35.12
1432|147830|2015-12-15|First|NF-18385|4190.206
1433|147851|2015-12-03|Standard|MP-17470|10.752
1434|147879|2015-05-07|Standard|CC-12220|45.68
1435|148180|2015-07-26|Standard|BP-11095|131.48
1436|148250|2015-12-13|Standard|RP-19270|147.44
1437|148376|2015-12-27|Standard|AG-10900|128.52
1438|148432|2015-11-07|Second|MC-18130|33.48
1439|148495|2015-08-13|Same Day|SF-20065|31.56
1440|148628|2015-12-06|Standard|KM-16375|32.75
1441|148635|2015-07-25|Second|MH-18025|1288.848
1442|148705|2015-03-12|Standard|EB-14170|5.04
1443|148712|2015-04-17|Standard|JM-15535|172.606
1444|148859|2015-12-28|Standard|FH-14350|24.816
1445|148873|2015-10-01|Standard|EM-13960|111.76
1446|148964|2015-05-26|Standard|RD-19900|20.24
1447|149083|2015-09-25|Standard|SH-19975|479.716
1448|149097|2015-10-20|Standard|SV-20785|439.536
1449|149300|2015-11-22|First|BH-11710|32.985
1450|149342|2015-04-20|Standard|TS-21160|896.31
1451|149384|2015-07-10|Same Day|EH-13945|3.366
1452|149517|2015-09-19|Standard|FC-14245|60.84
1453|149566|2015-12-05|Standard|GB-14530|51.6
1454|149587|2015-01-31|Second|KB-16315|99.26
1455|149601|2015-05-28|Standard|TB-21625|93.79
1456|149636|2015-01-06|Standard|SP-20620|31.538
1457|149650|2015-10-24|First|RD-19660|454.272
1458|149678|2015-04-13|Second|AW-10840|12.88
1459|149713|2015-09-18|Second|TG-21640|187.94
1460|149734|2015-09-03|Standard|JC-16105|200.984
1461|149748|2015-05-31|Second|EM-13825|345.26
1462|149811|2015-01-04|Standard|CS-12250|72.24
1463|149846|2015-05-22|Standard|SB-20185|3862.098
1464|149909|2015-11-13|Standard|RA-19915|210.82
1465|149972|2015-09-21|First|CD-12790|609.436
1466|149993|2015-03-19|First|GA-14725|10.9
1467|150196|2015-07-02|First|SR-20740|19.44
1468|150308|2015-12-15|Standard|RR-19525|246.168
1469|150413|2015-10-19|Second|CS-11860|1.72
1470|150441|2015-08-13|Second|RA-19285|11.36
1471|150511|2015-09-18|Standard|AB-10060|18.54
1472|150560|2015-12-11|First|SW-20455|196.62
1473|150714|2015-10-26|Standard|KH-16690|1215.269
1474|150749|2015-03-29|Second|AS-10240|5.56
1475|150770|2015-05-03|First|LC-16870|460.844
1476|150791|2015-09-06|Standard|CC-12430|271.764
1477|150875|2015-11-16|Standard|HK-14890|1001.196
1478|151043|2015-11-14|Standard|MG-17680|47.983999999999995
1479|151253|2015-04-22|Standard|AZ-10750|152.916
1480|151470|2015-09-20|Standard|AM-10705|45.583999999999996
1481|151547|2015-01-17|Standard|AH-10465|88.96
1482|151589|2015-12-27|First|RE-19450|435.54
1483|151624|2015-09-08|Standard|VW-21775|21.36
1484|151680|2015-11-19|Second|TC-21475|141.96
1485|151722|2015-10-05|Standard|IL-15100|288.0
1486|151785|2015-03-05|Standard|JJ-15445|7.104
1487|151841|2015-04-27|Standard|TC-21475|49.4
1488|151869|2015-09-25|Same Day|CS-11950|122.62200000000001
1489|152513|2015-07-04|Second|JP-16135|22.848000000000003
1490|152527|2015-10-17|Same Day|CM-12190|77.88
1491|152611|2015-02-20|Second|KA-16525|286.79
1492|152681|2015-01-17|Standard|SC-20260|6.68
1493|152891|2015-10-25|Standard|TB-21625|313.626
1494|153038|2015-12-18|Standard|RB-19645|94.68799999999999
1495|153073|2015-11-13|Same Day|HA-14905|17.496
1496|153108|2015-03-05|Standard|SF-20200|84.61
1497|153220|2015-11-12|First|YC-21895|15.7
1498|153325|2015-03-01|Second|ST-20530|58.72
1499|153381|2015-09-24|Standard|DE-13255|1423.34
1500|153388|2015-08-01|Standard|PC-19000|1011.696
1501|153416|2015-11-24|Standard|TS-21340|568.86
1502|153423|2015-06-22|Standard|SW-20455|1217.568
1503|153535|2015-05-20|Standard|SG-20470|169.544
1504|153549|2015-03-29|Second|SL-20155|1166.92
1505|153612|2015-12-22|Standard|BT-11305|17.12
1506|153626|2015-07-09|Standard|EB-13870|5.16
1507|153717|2015-12-25|Standard|DL-13495|255.58
1508|153738|2015-09-20|First|AG-10270|37.68
1509|153752|2015-12-06|Second|RO-19780|173.94
1510|153794|2015-09-11|Standard|SB-20290|265.86
1511|153878|2015-04-25|Standard|TS-21655|330.15
1512|153906|2015-03-16|Standard|MS-17980|85.9
1513|154144|2015-12-20|Standard|MH-17785|55.48
1514|154200|2015-06-18|Standard|BG-11740|51.98
1515|154284|2015-12-21|Second|SZ-20035|1349.63
1516|154291|2015-07-25|Standard|YS-21880|457.04
1517|154326|2015-02-15|Standard|RP-19855|974.9
1518|154340|2015-11-29|First|EK-13795|56.3
1519|154620|2015-12-12|Standard|LT-17110|348.92800000000005
1520|154746|2015-11-14|First|PJ-18835|860.07
1521|154795|2015-12-20|Standard|GZ-14470|22.288
1522|154823|2015-08-21|Standard|KN-16390|637.27
1523|154886|2015-11-08|Standard|SW-20455|119.9
1524|154900|2015-02-25|Standard|SS-20875|25.87
1525|154921|2015-05-23|Standard|EA-14035|186.69
1526|154956|2015-07-04|Standard|IM-15070|1099.96
1527|154970|2015-01-05|Standard|SR-20740|61.583999999999996
1528|155040|2015-11-10|Standard|AH-10210|79.9
1529|155054|2015-06-13|Standard|PS-19045|106.08
1530|155068|2015-10-23|Same Day|RA-19285|78.456
1531|155124|2015-03-15|Standard|KS-16300|16.776
1532|155145|2015-12-27|Second|KN-16450|7.92
1533|155306|2015-04-17|Standard|GA-14515|2572.5
1534|155334|2015-07-30|First|HA-14920|226.13
1535|155453|2015-08-09|Standard|RA-19885|4.6080000000000005
1536|155586|2015-12-12|Second|XP-21865|54.17
1537|155600|2015-12-04|Second|RO-19780|1635.0179999999998
1538|155635|2015-05-09|Standard|ME-17725|48.81
1539|155761|2015-12-11|Same Day|SC-20800|206.328
1540|156013|2015-09-20|Standard|TC-20980|85.848
1541|156104|2015-12-06|Second|NP-18685|999.98
1542|156118|2015-12-08|Standard|HG-14965|15.696
1543|156146|2015-10-26|Second|AG-10495|174.304
1544|156153|2015-05-31|Second|CW-11905|7.56
1545|156328|2015-11-30|Standard|RM-19375|177.48
1546|156335|2015-09-25|Second|PO-19195|183.4
1547|156377|2015-12-31|Standard|TB-21625|18.416
1548|156440|2015-12-05|Standard|MH-17620|44.46
1549|156482|2015-02-06|Standard|IL-15100|1558.42
1550|156510|2015-09-25|Standard|EH-13990|63.14
1551|156524|2015-11-20|Standard|DL-12865|19.65
1552|156566|2015-10-01|First|EM-13960|572.8
1553|156608|2015-10-24|Standard|MT-18070|3.592
1554|156734|2015-06-18|First|BV-11245|670.0010000000001
1555|156755|2015-01-12|Standard|YS-21880|465.18
1556|156853|2015-12-03|Second|HP-14815|184.66
1557|156923|2015-02-16|Standard|SP-20860|35.88
1558|157028|2015-11-28|Standard|MA-17995|8.28
1559|157035|2015-12-09|First|KB-16600|34.02
1560|157084|2015-12-19|Standard|JG-15160|1941.81
1561|157133|2015-11-28|Standard|LC-16885|151.96
1562|157287|2015-12-22|First|HR-14830|456.19300000000004
1563|157322|2015-07-02|Standard|RH-19600|1305.81
1564|157343|2015-06-07|Standard|HD-14785|52.248000000000005
1565|157434|2015-04-29|Second|JK-15640|7.968
1566|157770|2015-12-13|First|RD-19585|808.666
1567|157805|2015-08-31|Standard|RH-19510|555.96
1568|157812|2015-03-22|Standard|DB-13210|162.072
1569|157959|2015-02-03|First|RW-19540|136.92
1570|158148|2015-12-20|Standard|JM-15865|36.27
1571|158323|2015-11-30|First|AB-10600|17.088
1572|158351|2015-06-20|Second|BC-11125|319.98400000000004
1573|158421|2015-09-21|Standard|GB-14575|3631.96
1574|158456|2015-12-24|Standard|KT-16465|65.85600000000001
1575|158491|2015-06-04|Second|BP-11155|1109.95
1576|158554|2015-11-09|Same Day|CM-12190|11.352
1577|158659|2015-11-10|Second|SC-20695|714.3
1578|158701|2015-01-05|Standard|JL-15175|143.52
1579|158792|2015-12-26|Standard|BD-11605|22.2
1580|158918|2015-12-20|Second|AI-10855|17.12
1581|158939|2015-11-26|Standard|EA-14035|599.99
1582|159380|2015-05-12|Standard|CS-12505|38.52
1583|159534|2015-03-20|First|DH-13075|1445.674
1584|159590|2015-07-18|First|KC-16255|5.76
1585|159779|2015-09-25|Standard|SB-20185|68.62
1586|159786|2015-10-12|Second|RK-19300|209.67
1587|159863|2015-09-04|Second|DS-13180|134.376
1588|160059|2015-11-27|Standard|TB-21190|6.24
1589|160171|2015-10-19|Standard|RM-19675|1910.7
1590|160213|2015-03-08|Standard|AR-10825|19.44
1591|160227|2015-11-02|First|ED-13885|2621.322
1592|160472|2015-07-20|Second|RK-19300|1238.33
1593|160696|2015-09-06|Standard|CK-12760|7.24
1594|160787|2015-09-25|Same Day|BM-11785|2.946
1595|160794|2015-08-06|First|MS-17980|27.215999999999998
1596|160864|2015-05-03|First|NF-18595|13.847999999999999
1597|161214|2015-10-05|Second|SF-20965|77.55
1598|161242|2015-06-01|Standard|CG-12040|11.76
1599|161263|2015-04-16|Standard|TS-21160|239.204
1600|161445|2015-09-07|Second|CC-12610|140.736
1601|161452|2015-04-05|Standard|CA-11965|892.2239999999999
1602|161627|2015-07-06|Standard|SJ-20215|170.352
1603|161711|2015-11-28|Standard|MC-17425|130.4
1604|161718|2015-12-04|Standard|SO-20335|794.574
1605|161767|2015-11-20|Standard|GK-14620|479.98800000000006
1606|161795|2015-12-21|Second|AH-10075|3.008
1607|161830|2015-09-24|Second|ME-17725|50.912
1608|161998|2015-05-01|Standard|DB-13120|277.632
1609|162047|2015-11-03|First|FH-14365|1448.82
1610|162166|2015-09-08|First|NM-18520|68.28
1611|162201|2015-06-08|Standard|AG-10495|937.6080000000001
1612|162369|2015-08-15|Standard|TT-21265|323.1
1613|162376|2015-11-22|Second|HD-14785|77.06
1614|162537|2015-10-28|Standard|RD-19585|104.51
1615|162544|2015-12-16|First|SG-20080|4.98
1616|162607|2015-05-12|Standard|RO-19780|14.592
1617|162621|2015-09-05|Standard|CA-12055|89.86
1618|162761|2015-10-09|Standard|SC-20575|50.461999999999996
1619|162782|2015-02-21|Standard|PW-19240|2541.98
1620|162887|2015-11-07|Second|SV-20785|715.2
1621|162950|2015-06-28|Second|DW-13585|498.49199999999996
1622|162964|2015-11-12|Standard|MF-18250|304.224
1623|163055|2015-08-09|Standard|DS-13180|646.63
1624|163090|2015-11-17|Second|GH-14665|40.92
1625|163104|2015-03-19|Standard|MC-18130|11.96
1626|163181|2015-11-07|Standard|AB-10105|671.002
1627|163237|2015-08-07|Second|EM-14095|520.03
1628|163440|2015-03-22|First|RD-19900|15.984000000000002
1629|163587|2015-03-14|Standard|EP-13915|688.46
1630|163734|2015-06-19|Standard|KM-16375|228.92
1631|163762|2015-11-27|Standard|JE-15475|29.79
1632|163895|2015-08-07|Standard|NS-18640|3.304
1633|163923|2015-05-30|Standard|BD-11560|151.96
1634|163965|2015-11-20|Standard|SS-20875|377.902
1635|164007|2015-06-08|Standard|MG-17695|145.504
1636|164084|2015-09-07|Standard|AG-10525|654.7719999999999
1637|164301|2015-03-26|Standard|EB-13840|3393.68
1638|164336|2015-07-05|Standard|MW-18220|73.77600000000001
1639|164427|2015-07-31|Standard|AR-10405|239.7
1640|164441|2015-11-08|Standard|AC-10450|70.212
1641|164497|2015-11-28|First|AJ-10945|45.28
1642|164539|2015-11-16|Standard|PO-19180|523.25
1643|164567|2015-06-15|Standard|GK-14620|225.576
1644|164623|2015-10-20|First|MS-17770|24.56
1645|164777|2015-01-27|First|SC-20305|2803.92
1646|164833|2015-06-04|Same Day|LL-16840|16.64
1647|164882|2015-10-31|Same Day|SG-20080|2562.1710000000003
1648|165050|2015-12-07|First|AH-10210|801.988
1649|165057|2015-09-11|Standard|SC-20725|189.99
1650|165085|2015-12-27|Standard|BT-11485|384.86
1651|165162|2015-05-14|Standard|HG-15025|1117.92
1652|165414|2015-12-21|First|LS-17245|47.976000000000006
1653|165554|2015-05-18|Standard|AJ-10780|10.86
1654|165624|2015-08-23|Standard|FH-14350|1142.43
1655|165799|2015-06-29|First|SG-20470|117.882
1656|165813|2015-03-20|Second|BM-11785|29.304000000000002
1657|166135|2015-10-01|Standard|SC-20440|139.424
1658|166219|2015-08-28|Standard|BP-11185|1203.441
1659|166338|2015-12-06|First|MP-18175|14.832
1660|166464|2015-09-12|Standard|PG-18895|492.584
1661|166492|2015-04-07|First|RP-19390|48.5
1662|166583|2015-06-26|Standard|VD-21670|971.88
1663|166604|2015-05-15|Second|AH-10690|17.94
1664|166800|2015-11-19|Standard|AG-10300|31.08
1665|166947|2015-06-05|Standard|EB-13750|1522.638
1666|166975|2015-11-26|Standard|SH-20635|692.472
1667|167010|2015-04-05|Standard|VT-21700|1636.356
1668|167255|2015-09-27|Second|RH-19510|175.29
1669|167269|2015-06-16|Standard|PB-19150|6.207999999999999
1670|167374|2015-03-26|Second|GM-14500|56.808
1671|167479|2015-03-14|Standard|AI-10855|19.44
1672|167696|2015-09-16|Standard|BD-11500|31.12
1673|167745|2015-09-18|Standard|GB-14530|52.98
1674|168004|2015-10-04|Second|DJ-13420|392.94
1675|168088|2015-03-19|First|CM-12655|449.0496
1676|168186|2015-09-10|Standard|AB-10150|14.94
1677|168207|2015-11-02|Standard|LT-17110|738.8989999999999
1678|168277|2015-05-29|Standard|KB-16315|12.39
1679|168459|2015-11-22|Standard|MC-17275|58.05
1680|168480|2015-09-21|Standard|DM-12955|220.31
1681|168529|2015-10-08|Standard|MB-17305|145.9
1682|168564|2015-08-08|Same Day|TT-21220|158.672
1683|168634|2015-12-06|Standard|AF-10870|7.78
1684|168746|2015-01-27|Second|SV-20365|769.332
1685|168760|2015-09-22|Second|MM-18280|61.44
1686|168767|2015-04-10|Standard|DM-12955|12.832
1687|168809|2015-08-25|Same Day|MC-18100|31.781999999999996
1688|169201|2015-09-28|First|HG-14965|86.82
1689|169278|2015-05-21|Standard|ME-18010|26.976
1690|169299|2015-08-24|First|DO-13435|7.152
1691|169397|2015-12-24|First|JB-15925|627.924
1692|169537|2015-09-03|Second|JH-15820|7.5
1693|169572|2015-09-06|Standard|AG-10525|46.62
1694|169656|2015-08-13|First|EJ-13720|422.856
1695|169677|2015-01-13|Second|KS-16300|9.82
1696|169733|2015-10-22|Second|GM-14500|9.952
1697|169740|2015-02-20|Standard|LM-17065|29.99
1698|169796|2015-11-09|Standard|Dp-13240|2339.84
1699|100041|2016-11-20|Standard|BF-10975|328.54
1700|100083|2016-11-24|Standard|CD-11980|24.784000000000002
1701|100153|2016-12-13|Standard|KH-16630|63.88
1702|100244|2016-09-20|Standard|GM-14695|475.694
1703|100300|2016-06-24|Second|MJ-17740|4823.09
1704|100307|2016-12-15|Standard|TC-21475|19.44
1705|100468|2016-11-24|Standard|AT-10435|43.46
1706|100510|2016-05-12|Standard|HM-14860|641.98
1707|100587|2016-12-10|Standard|SL-20155|6.48
1708|100671|2016-11-01|First|CS-12490|111.67200000000001
1709|100790|2016-06-26|Standard|JG-15805|718.95
1710|100944|2016-09-24|Standard|EH-13765|868.14
1711|100965|2016-07-07|Standard|RM-19375|215.65
1712|100993|2016-02-05|Standard|AZ-10750|918.966
1713|101161|2016-10-13|Standard|BW-11110|279.67
1714|101168|2016-12-25|Standard|SS-20140|21.12
1715|101189|2016-02-04|Standard|JB-15400|93.02
1716|101329|2016-04-22|Standard|MM-17920|35.01
1717|101336|2016-11-13|Standard|CK-12760|279.81
1718|101343|2016-07-17|Standard|RA-19885|77.88
1719|101378|2016-07-14|Same Day|RH-19600|29.0
1720|101385|2016-09-25|Standard|JW-16075|16.56
1721|101448|2016-02-27|Second|EB-13930|56.82
1722|101469|2016-07-02|Standard|KH-16360|7.7
1723|101525|2016-05-01|Second|CM-12235|140.52
1724|101546|2016-12-18|Standard|GK-14620|1793.98
1725|101623|2016-02-28|Standard|RR-19525|36.48
1726|101630|2016-02-19|Second|CK-12760|34.38
1727|101651|2016-12-24|Standard|SC-20305|83.72
1728|101672|2016-10-03|Standard|DB-12910|1027.6760000000002
1729|101693|2016-06-25|Second|LC-17140|117.958
1730|101742|2016-09-23|Second|CR-12580|10.527999999999999
1731|101791|2016-05-27|Standard|BS-11665|1328.128
1732|101938|2016-01-07|Standard|DW-13480|34.58
1733|101966|2016-07-14|Second|BM-11785|419.944
1734|101980|2016-08-19|First|RP-19390|448.792
1735|101987|2016-06-24|Standard|HL-15040|440.91
