id,order_date,ship_mode,customer_id,sales
131758,2015-05-28,Standard,KB-16315,60.87
131779,2015-06-12,Standard,LE-16810,29.9
131856,2015-05-12,Standard,JG-15160,769.024
131884,2015-12-06,Same Day,DK-13375,594.002
132080,2015-08-22,First,DP-13105,50.112
132101,2015-03-19,Standard,JO-15550,453.576
132136,2015-03-08,Standard,FO-14305,8.568
132276,2015-02-23,Standard,LC-16960,37.776
132318,2015-10-30,First,TT-21220,182.91
132374,2015-02-22,Second,PS-19045,79.36
132388,2015-10-10,First,KN-16390,393.186
132465,2015-09-11,Second,DM-13525,1082.15
132486,2015-10-23,Second,JF-15355,1446.784
132507,2015-07-30,Second,CC-12610,61.792
132570,2015-10-31,Second,KT-16480,82.74
132626,2015-07-09,Standard,BT-11680,1133.82
132633,2015-02-03,Second,KH-16630,12.144
132815,2015-09-19,Second,RW-19540,22.96
132906,2015-09-10,Standard,CC-12145,51.52
132941,2015-05-25,First,MM-18280,262.72
132948,2015-03-27,Standard,MV-17485,83.7
133025,2015-09-17,Second,MO-17800,32.4
133242,2015-06-18,Standard,KH-16510,1046.47
133396,2015-08-13,First,GK-14620,64.68
133445,2015-10-05,Standard,JF-15490,357.462
133452,2015-04-13,Standard,ZC-21910,910.792
133494,2015-03-01,Standard,RP-19390,3.552
133536,2015-03-28,Second,JH-15820,22.92
133585,2015-03-01,First,CM-12715,1283.3264
133627,2015-05-31,Standard,SC-20050,22.2
133837,2015-04-13,Standard,TH-21100,10.744
133977,2015-09-06,Second,AT-10435,3.444
134075,2015-12-12,Standard,HA-14905,526.88
134082,2015-12-11,Standard,JK-15640,110.528
134117,2015-12-17,Second,PG-18895,450.194
134201,2015-04-10,Standard,EH-14125,156.71
134257,2015-03-16,Second,MS-17710,498.93
134719,2015-10-10,Standard,JD-15790,1801.632
134747,2015-10-12,Second,DL-12925,412.24
134782,2015-12-27,Standard,MD-17350,105.42
134859,2015-10-04,Standard,JK-16120,85.68
134894,2015-12-07,Standard,DK-12985,436.86
134922,2015-11-07,Standard,KB-16240,24.4
134943,2015-12-05,First,SU-20665,152.8
134992,2015-09-22,Second,MG-17875,80.38
135020,2015-05-28,Standard,MS-17770,632.856
135174,2015-04-30,Second,BP-11230,1022.97
135251,2015-08-06,Standard,RP-19270,467.6532
135272,2015-12-07,Standard,MS-17830,79.92
135314,2015-07-09,Second,MC-17575,269.982
135363,2015-03-28,Standard,CK-12205,20.784
135391,2015-02-09,Second,FA-14230,80.88
135489,2015-09-19,Second,GW-14605,279.86
135510,2015-09-05,Standard,TW-21025,67.96
135538,2015-12-24,Standard,HR-14830,883.84
135545,2015-11-24,Standard,KM-16720,266.294
135580,2015-12-30,Standard,CL-12565,3251.34
135622,2015-12-08,Second,TT-21460,2079.112
135685,2015-11-16,Second,MP-18175,2233.02
135727,2015-05-11,Second,PS-18970,191.968
135853,2015-12-11,First,CA-12775,324.22
136105,2015-06-12,Standard,SZ-20035,24.56
136147,2015-11-13,Standard,FM-14380,233.064
136196,2015-11-28,Standard,TP-21415,322.59
136224,2015-05-31,Same Day,ML-18265,10.272
136378,2015-04-02,Standard,CS-11845,9.156
136420,2015-11-20,First,CS-12250,139.816
136469,2015-07-11,First,TS-21370,1136.896
136658,2015-09-10,Standard,BO-11425,6.08
136700,2015-12-06,Second,DB-13120,8.96
136728,2015-09-13,Second,AG-10900,177.896
136735,2015-07-26,Standard,HA-14920,167.86
136798,2015-05-08,Standard,DL-12925,545.91
136805,2015-05-23,Second,NM-18445,925.83
137064,2015-02-06,Standard,TS-21655,692.214
137071,2015-12-20,First,ED-13885,100.8
137106,2015-03-31,Standard,SC-20260,79.96
137113,2015-12-01,Second,TW-21025,4210.65
137225,2015-12-15,Standard,JK-15640,3.28
137281,2015-06-13,Standard,BF-10975,6.48
137302,2015-04-26,Standard,BW-11110,485.784
137512,2015-05-07,Standard,AG-10675,259.942
137526,2015-01-13,Standard,PB-19150,612.458
137603,2015-09-19,Standard,MH-17290,8.4
137708,2015-11-22,Second,NG-18430,114.37
137750,2015-06-25,Standard,JF-15565,204.85
137897,2015-11-14,Standard,PJ-18835,134.5
137925,2015-11-30,Standard,JL-15235,705.068
137946,2015-09-01,Second,DB-13615,979.104
137974,2015-04-16,First,LL-16840,2298.9
138002,2015-09-06,Standard,BT-11305,197.916
138009,2015-11-29,Standard,SF-20965,1542.47
138219,2015-03-23,Standard,BP-11095,33.36
138331,2015-08-07,Standard,JK-15625,106.8
138457,2015-09-13,Standard,AM-10705,13.092
138485,2015-02-27,Second,NP-18670,538.92
138492,2015-05-15,Standard,FC-14335,51.968
138534,2015-07-17,Second,JM-15535,195.466
138625,2015-11-02,First,EG-13900,197.72
138674,2015-11-14,First,KB-16585,259.864
138898,2015-05-25,Standard,JH-16180,845.728
138954,2015-11-15,First,MH-17785,224.934
139094,2015-11-22,Standard,MO-17800,206.962
139164,2015-06-23,Standard,CS-12355,366.99
139248,2015-07-25,Standard,RD-19930,623.96
139290,2015-10-26,Standard,MY-17380,5.76
139374,2015-09-10,Standard,AR-10345,179.886
139584,2015-08-24,Standard,EM-13810,310.364
139731,2015-10-15,Same Day,JE-15745,2717.31
139738,2015-09-25,Standard,DK-12895,128.744
139780,2015-12-31,Second,AH-10690,116.4
139850,2015-06-12,Standard,GB-14575,64.032
139962,2015-12-13,Standard,Dp-13240,57.32
140025,2015-04-07,Standard,PF-19120,847.2
140144,2015-06-20,Second,SC-20770,383.616
140221,2015-03-05,Second,MS-17365,257.32
140375,2015-10-02,Second,SG-20470,26.82
140410,2015-11-03,Standard,CM-12655,1345.418
140557,2015-09-07,Standard,TN-21040,559.93
140718,2015-07-02,First,FA-14230,246.364
140830,2015-11-30,Second,PS-18970,89.36
140921,2015-02-03,First,AA-10375,178.37
140984,2015-09-14,Standard,CC-12685,1884.144
141012,2015-06-09,Second,TG-21640,495.736
141040,2015-10-09,Second,TB-21250,655.88
141145,2015-09-17,Standard,DB-13405,87.168
141243,2015-01-03,Second,AH-10465,1757.8536
141250,2015-01-19,Standard,PM-18940,301.742
141327,2015-11-30,First,LR-16915,440.144
141565,2015-09-20,Standard,BG-11035,1664.132
141593,2015-12-14,Second,DB-12970,369.56
141740,2015-11-01,Standard,JF-15490,205.164
141754,2015-12-20,Standard,EM-14200,11.696
141768,2015-05-25,Second,NP-18685,14.73
141810,2015-11-02,Standard,BB-10990,374.076
141936,2015-08-07,Standard,PN-18775,19.152
142027,2015-04-09,Standard,JK-15370,369.912
142041,2015-06-07,Second,EM-13810,7.52
142055,2015-05-08,First,AB-10255,37.94
142139,2015-08-31,Standard,SD-20485,20.96
142202,2015-09-18,Second,JR-16210,717.12
142237,2015-07-11,First,CK-12595,676.734
142377,2015-12-04,Standard,MS-17980,85.96
142419,2015-07-11,Second,SC-20380,128.322
142433,2015-04-20,Standard,ES-14020,117.456
142454,2015-08-15,Standard,RE-19450,174.49
142475,2015-12-03,Standard,BS-11380,590.352
142601,2015-04-18,Second,DE-13255,1009.13
142692,2015-10-23,Standard,AG-10495,3.592
142734,2015-04-16,Standard,DM-13345,127.764
142755,2015-09-04,Standard,CS-12355,919.49
142930,2015-11-28,Standard,EB-14170,335.52
142937,2015-12-05,First,SF-20065,45.04
142944,2015-03-06,Standard,JL-15850,1555.244
142993,2015-10-12,Standard,KA-16525,99.86
143077,2015-09-17,Standard,SF-20965,28.524
143105,2015-12-10,Same Day,MA-17560,1033.234
143119,2015-09-24,Standard,MC-17275,517.5
143147,2015-05-26,Second,PS-18760,610.156
143238,2015-09-06,First,LO-17170,46.32
143364,2015-07-14,Second,TG-21310,860.916
143490,2015-12-06,Standard,NP-18325,339.334
143532,2015-03-19,Standard,DC-12850,14.496
143602,2015-04-25,Second,JS-15595,13.944
143616,2015-09-27,Second,SS-20140,99.2
143700,2015-07-26,Same Day,AS-10240,10.368
143882,2015-06-26,Standard,DB-13360,43.056
143980,2015-12-25,Standard,JK-15640,414.96
144043,2015-05-10,Standard,AB-10165,46.688
144099,2015-11-29,Same Day,PO-19195,4.304
144190,2015-06-09,Standard,NC-18415,12.96
144253,2015-05-04,Second,AS-10225,26.8
144267,2015-08-21,First,NZ-18565,632.148
144274,2015-11-23,Second,PW-19240,420.64
144288,2015-12-25,Standard,MB-17305,19.584
144302,2015-06-19,Standard,ME-17320,5.792
144386,2015-11-05,Standard,GT-14635,25.344
144519,2015-11-13,Standard,AW-10930,403.94
144652,2015-11-20,Standard,SN-20560,19.46
144722,2015-03-16,Standard,MF-18250,43.13
144806,2015-12-06,Standard,GH-14425,757.712
144890,2015-12-25,Standard,SM-20320,9.96
145065,2015-12-12,First,DK-13375,32.308
145184,2015-11-27,First,JD-16150,188.94
145324,2015-11-15,Standard,DH-13675,39.96
145352,2015-03-16,Standard,CM-12385,6412.77
145394,2015-11-16,Standard,MC-17605,295.968
145401,2015-01-30,Standard,JP-15520,14.304
145415,2015-04-12,Second,RD-19660,40.74
145457,2015-03-24,Second,CP-12085,46.9
145485,2015-11-05,Same Day,JM-16195,62.8
145758,2015-10-30,Same Day,BF-11020,1035.8
145814,2015-11-19,Standard,KD-16345,867.744
145821,2015-05-01,Standard,JB-15400,88.752
145828,2015-10-05,First,MB-17305,53.04
145835,2015-05-13,Second,BF-11170,238.384
145849,2015-09-15,Second,CT-11995,215.18
146038,2015-02-09,Standard,SJ-20215,203.92
146087,2015-07-06,Standard,PP-18955,301.96
146255,2015-03-07,First,EM-14140,807.54
146262,2015-01-02,Standard,VW-21775,1816.696
146290,2015-05-04,Standard,SV-20815,125.93
146465,2015-11-20,Standard,PB-18805,24.192
146486,2015-11-09,Second,DV-13465,1170.72
146563,2015-08-24,Standard,CB-12025,2645.021
146675,2015-04-16,Standard,SB-20185,1483.528
146696,2015-12-14,Standard,RD-19480,8.096
146829,2015-03-10,Same Day,TS-21340,1.112
146948,2015-07-16,Standard,MG-17890,299.75
147011,2015-06-18,Standard,HR-14830,13.632
147102,2015-09-19,Standard,NH-18610,66.36
147501,2015-08-02,Standard,Co-12640,564.768
147529,2015-02-07,Standard,DK-12835,324.11
147690,2015-11-10,Standard,SC-20020,577.584
147788,2015-05-31,Standard,TM-21010,1745.71
147816,2015-09-24,Second,CM-11935,35.12
147830,2015-12-15,First,NF-18385,4190.206
147851,2015-12-03,Standard,MP-17470,10.752
147879,2015-05-07,Standard,CC-12220,45.68
148180,2015-07-26,Standard,BP-11095,131.48
148250,2015-12-13,Standard,RP-19270,147.44
148376,2015-12-27,Standard,AG-10900,128.52
148432,2015-11-07,Second,MC-18130,33.48
148495,2015-08-13,Same Day,SF-20065,31.56
148628,2015-12-06,Standard,KM-16375,32.75
148635,2015-07-25,Second,MH-18025,1288.848
148705,2015-03-12,Standard,EB-14170,5.04
148712,2015-04-17,Standard,JM-15535,172.606
148859,2015-12-28,Standard,FH-14350,24.816
148873,2015-10-01,Standard,EM-13960,111.76
148964,2015-05-26,Standard,RD-19900,20.24
149083,2015-09-25,Standard,SH-19975,479.716
149097,2015-10-20,Standard,SV-20785,439.536
149300,2015-11-22,First,BH-11710,32.985
149342,2015-04-20,Standard,TS-21160,896.31
149384,2015-07-10,Same Day,EH-13945,3.366
149517,2015-09-19,Standard,FC-14245,60.84
149566,2015-12-05,Standard,GB-14530,51.6
149587,2015-01-31,Second,KB-16315,99.26
149601,2015-05-28,Standard,TB-21625,93.79
149636,2015-01-06,Standard,SP-20620,31.538
149650,2015-10-24,First,RD-19660,454.272
149678,2015-04-13,Second,AW-10840,12.88
149713,2015-09-18,Second,TG-21640,187.94
149734,2015-09-03,Standard,JC-16105,200.984
149748,2015-05-31,Second,EM-13825,345.26
149811,2015-01-04,Standard,CS-12250,72.24
149846,2015-05-22,Standard,SB-20185,3862.098
149909,2015-11-13,Standard,RA-19915,210.82
149972,2015-09-21,First,CD-12790,609.436
149993,2015-03-19,First,GA-14725,10.9
150196,2015-07-02,First,SR-20740,19.44
150308,2015-12-15,Standard,RR-19525,246.168
150413,2015-10-19,Second,CS-11860,1.72
150441,2015-08-13,Second,RA-19285,11.36
150511,2015-09-18,Standard,AB-10060,18.54
150560,2015-12-11,First,SW-20455,196.62
150714,2015-10-26,Standard,KH-16690,1215.269
150749,2015-03-29,Second,AS-10240,5.56
150770,2015-05-03,First,LC-16870,460.844
150791,2015-09-06,Standard,CC-12430,271.764
150875,2015-11-16,Standard,HK-14890,1001.196
151043,2015-11-14,Standard,MG-17680,47.984
151253,2015-04-22,Standard,AZ-10750,152.916
151470,2015-09-20,Standard,AM-10705,45.584
151547,2015-01-17,Standard,AH-10465,88.96
151589,2015-12-27,First,RE-19450,435.54
151624,2015-09-08,Standard,VW-21775,21.36
151680,2015-11-19,Second,TC-21475,141.96
151722,2015-10-05,Standard,IL-15100,288
151785,2015-03-05,Standard,JJ-15445,7.104
151841,2015-04-27,Standard,TC-21475,49.4
151869,2015-09-25,Same Day,CS-11950,122.622
152513,2015-07-04,Second,JP-16135,22.848
152527,2015-10-17,Same Day,CM-12190,77.88
152611,2015-02-20,Second,KA-16525,286.79
152681,2015-01-17,Standard,SC-20260,6.68
152891,2015-10-25,Standard,TB-21625,313.626
153038,2015-12-18,Standard,RB-19645,94.688
153073,2015-11-13,Same Day,HA-14905,17.496
153108,2015-03-05,Standard,SF-20200,84.61
153220,2015-11-12,First,YC-21895,15.7
153325,2015-03-01,Second,ST-20530,58.72
153381,2015-09-24,Standard,DE-13255,1423.34
153388,2015-08-01,Standard,PC-19000,1011.696
153416,2015-11-24,Standard,TS-21340,568.86
153423,2015-06-22,Standard,SW-20455,1217.568
153535,2015-05-20,Standard,SG-20470,169.544
153549,2015-03-29,Second,SL-20155,1166.92
153612,2015-12-22,Standard,BT-11305,17.12
153626,2015-07-09,Standard,EB-13870,5.16
153717,2015-12-25,Standard,DL-13495,255.58
153738,2015-09-20,First,AG-10270,37.68
153752,2015-12-06,Second,RO-19780,173.94
153794,2015-09-11,Standard,SB-20290,265.86
153878,2015-04-25,Standard,TS-21655,330.15
153906,2015-03-16,Standard,MS-17980,85.9
154144,2015-12-20,Standard,MH-17785,55.48
154200,2015-06-18,Standard,BG-11740,51.98
154284,2015-12-21,Second,SZ-20035,1349.63
154291,2015-07-25,Standard,YS-21880,457.04
154326,2015-02-15,Standard,RP-19855,974.9
154340,2015-11-29,First,EK-13795,56.3
154620,2015-12-12,Standard,LT-17110,348.928
154746,2015-11-14,First,PJ-18835,860.07
154795,2015-12-20,Standard,GZ-14470,22.288
154823,2015-08-21,Standard,KN-16390,637.27
154886,2015-11-08,Standard,SW-20455,119.9
154900,2015-02-25,Standard,SS-20875,25.87
154921,2015-05-23,Standard,EA-14035,186.69
154956,2015-07-04,Standard,IM-15070,1099.96
154970,2015-01-05,Standard,SR-20740,61.584
155040,2015-11-10,Standard,AH-10210,79.9
155054,2015-06-13,Standard,PS-19045,106.08
155068,2015-10-23,Same Day,RA-19285,78.456
155124,2015-03-15,Standard,KS-16300,16.776
155145,2015-12-27,Second,KN-16450,7.92
155306,2015-04-17,Standard,GA-14515,2572.5
155334,2015-07-30,First,HA-14920,226.13
155453,2015-08-09,Standard,RA-19885,4.608
155586,2015-12-12,Second,XP-21865,54.17
155600,2015-12-04,Second,RO-19780,1635.018
155635,2015-05-09,Standard,ME-17725,48.81
155761,2015-12-11,Same Day,SC-20800,206.328
156013,2015-09-20,Standard,TC-20980,85.848
156104,2015-12-06,Second,NP-18685,999.98
156118,2015-12-08,Standard,HG-14965,15.696
156146,2015-10-26,Second,AG-10495,174.304
156153,2015-05-31,Second,CW-11905,7.56
156328,2015-11-30,Standard,RM-19375,177.48
156335,2015-09-25,Second,PO-19195,183.4
156377,2015-12-31,Standard,TB-21625,18.416
156440,2015-12-05,Standard,MH-17620,44.46
156482,2015-02-06,Standard,IL-15100,1558.42
156510,2015-09-25,Standard,EH-13990,63.14
156524,2015-11-20,Standard,DL-12865,19.65
156566,2015-10-01,First,EM-13960,572.8
156608,2015-10-24,Standard,MT-18070,3.592
156734,2015-06-18,First,BV-11245,670.001
156755,2015-01-12,Standard,YS-21880,465.18
156853,2015-12-03,Second,HP-14815,184.66
156923,2015-02-16,Standard,SP-20860,35.88
157028,2015-11-28,Standard,MA-17995,8.28
157035,2015-12-09,First,KB-16600,34.02
157084,2015-12-19,Standard,JG-15160,1941.81
157133,2015-11-28,Standard,LC-16885,151.96
157287,2015-12-22,First,HR-14830,456.193
157322,2015-07-02,Standard,RH-19600,1305.81
157343,2015-06-07,Standard,HD-14785,52.248
157434,2015-04-29,Second,JK-15640,7.968
157770,2015-12-13,First,RD-19585,808.666
157805,2015-08-31,Standard,RH-19510,555.96
157812,2015-03-22,Standard,DB-13210,162.072
157959,2015-02-03,First,RW-19540,136.92
158148,2015-12-20,Standard,JM-15865,36.27
158323,2015-11-30,First,AB-10600,17.088
158351,2015-06-20,Second,BC-11125,319.984
158421,2015-09-21,Standard,GB-14575,3631.96
158456,2015-12-24,Standard,KT-16465,65.856
158491,2015-06-04,Second,BP-11155,1109.95
158554,2015-11-09,Same Day,CM-12190,11.352
158659,2015-11-10,Second,SC-20695,714.3
158701,2015-01-05,Standard,JL-15175,143.52
158792,2015-12-26,Standard,BD-11605,22.2
158918,2015-12-20,Second,AI-10855,17.12
158939,2015-11-26,Standard,EA-14035,599.99
159380,2015-05-12,Standard,CS-12505,38.52
159534,2015-03-20,First,DH-13075,1445.674
159590,2015-07-18,First,KC-16255,5.76
159779,2015-09-25,Standard,SB-20185,68.62
159786,2015-10-12,Second,RK-19300,209.67
159863,2015-09-04,Second,DS-13180,134.376
160059,2015-11-27,Standard,TB-21190,6.24
160171,2015-10-19,Standard,RM-19675,1910.7
160213,2015-03-08,Standard,AR-10825,19.44
160227,2015-11-02,First,ED-13885,2621.322
160472,2015-07-20,Second,RK-19300,1238.33
160696,2015-09-06,Standard,CK-12760,7.24
160787,2015-09-25,Same Day,BM-11785,2.946
160794,2015-08-06,First,MS-17980,27.216
160864,2015-05-03,First,NF-18595,13.848
161214,2015-10-05,Second,SF-20965,77.55
161242,2015-06-01,Standard,CG-12040,11.76
161263,2015-04-16,Standard,TS-21160,239.204
161445,2015-09-07,Second,CC-12610,140.736
161452,2015-04-05,Standard,CA-11965,892.224
161627,2015-07-06,Standard,SJ-20215,170.352
161711,2015-11-28,Standard,MC-17425,130.4
161718,2015-12-04,Standard,SO-20335,794.574
161767,2015-11-20,Standard,GK-14620,479.988
161795,2015-12-21,Second,AH-10075,3.008
161830,2015-09-24,Second,ME-17725,50.912
161998,2015-05-01,Standard,DB-13120,277.632
162047,2015-11-03,First,FH-14365,1448.82
162166,2015-09-08,First,NM-18520,68.28
162201,2015-06-08,Standard,AG-10495,937.608
162369,2015-08-15,Standard,TT-21265,323.1
162376,2015-11-22,Second,HD-14785,77.06
162537,2015-10-28,Standard,RD-19585,104.51
162544,2015-12-16,First,SG-20080,4.98
162607,2015-05-12,Standard,RO-19780,14.592
162621,2015-09-05,Standard,CA-12055,89.86
162761,2015-10-09,Standard,SC-20575,50.462
162782,2015-02-21,Standard,PW-19240,2541.98
162887,2015-11-07,Second,SV-20785,715.2
162950,2015-06-28,Second,DW-13585,498.492
162964,2015-11-12,Standard,MF-18250,304.224
163055,2015-08-09,Standard,DS-13180,646.63
163090,2015-11-17,Second,GH-14665,40.92
163104,2015-03-19,Standard,MC-18130,11.96
163181,2015-11-07,Standard,AB-10105,671.002
163237,2015-08-07,Second,EM-14095,520.03
163440,2015-03-22,First,RD-19900,15.984
163587,2015-03-14,Standard,EP-13915,688.46
163734,2015-06-19,Standard,KM-16375,228.92
163762,2015-11-27,Standard,JE-15475,29.79
163895,2015-08-07,Standard,NS-18640,3.304
163923,2015-05-30,Standard,BD-11560,151.96
163965,2015-11-20,Standard,SS-20875,377.902
164007,2015-06-08,Standard,MG-17695,145.504
164084,2015-09-07,Standard,AG-10525,654.772
164301,2015-03-26,Standard,EB-13840,3393.68
164336,2015-07-05,Standard,MW-18220,73.776
164427,2015-07-31,Standard,AR-10405,239.7
164441,2015-11-08,Standard,AC-10450,70.212
164497,2015-11-28,First,AJ-10945,45.28
164539,2015-11-16,Standard,PO-19180,523.25
164567,2015-06-15,Standard,GK-14620,225.576
164623,2015-10-20,First,MS-17770,24.56
164777,2015-01-27,First,SC-20305,2803.92
164833,2015-06-04,Same Day,LL-16840,16.64
164882,2015-10-31,Same Day,SG-20080,2562.171
165050,2015-12-07,First,AH-10210,801.988
165057,2015-09-11,Standard,SC-20725,189.99
165085,2015-12-27,Standard,BT-11485,384.86
165162,2015-05-14,Standard,HG-15025,1117.92
165414,2015-12-21,First,LS-17245,47.976
165554,2015-05-18,Standard,AJ-10780,10.86
165624,2015-08-23,Standard,FH-14350,1142.43
165799,2015-06-29,First,SG-20470,117.882
165813,2015-03-20,Second,BM-11785,29.304
166135,2015-10-01,Standard,SC-20440,139.424
166219,2015-08-28,Standard,BP-11185,1203.441
166338,2015-12-06,First,MP-18175,14.832
166464,2015-09-12,Standard,PG-18895,492.584
166492,2015-04-07,First,RP-19390,48.5
166583,2015-06-26,Standard,VD-21670,971.88
166604,2015-05-15,Second,AH-10690,17.94
166800,2015-11-19,Standard,AG-10300,31.08
166947,2015-06-05,Standard,EB-13750,1522.638
166975,2015-11-26,Standard,SH-20635,692.472
167010,2015-04-05,Standard,VT-21700,1636.356
167255,2015-09-27,Second,RH-19510,175.29
167269,2015-06-16,Standard,PB-19150,6.208
167374,2015-03-26,Second,GM-14500,56.808
167479,2015-03-14,Standard,AI-10855,19.44
167696,2015-09-16,Standard,BD-11500,31.12
167745,2015-09-18,Standard,GB-14530,52.98
168004,2015-10-04,Second,DJ-13420,392.94
168088,2015-03-19,First,CM-12655,449.0496
168186,2015-09-10,Standard,AB-10150,14.94
168207,2015-11-02,Standard,LT-17110,738.899
168277,2015-05-29,Standard,KB-16315,12.39
168459,2015-11-22,Standard,MC-17275,58.05
168480,2015-09-21,Standard,DM-12955,220.31
168529,2015-10-08,Standard,MB-17305,145.9
168564,2015-08-08,Same Day,TT-21220,158.672
168634,2015-12-06,Standard,AF-10870,7.78
168746,2015-01-27,Second,SV-20365,769.332
168760,2015-09-22,Second,MM-18280,61.44
168767,2015-04-10,Standard,DM-12955,12.832
168809,2015-08-25,Same Day,MC-18100,31.782
169201,2015-09-28,First,HG-14965,86.82
169278,2015-05-21,Standard,ME-18010,26.976
169299,2015-08-24,First,DO-13435,7.152
169397,2015-12-24,First,JB-15925,627.924
169537,2015-09-03,Second,JH-15820,7.5
169572,2015-09-06,Standard,AG-10525,46.62
169656,2015-08-13,First,EJ-13720,422.856
169677,2015-01-13,Second,KS-16300,9.82
169733,2015-10-22,Second,GM-14500,9.952
169740,2015-02-20,Standard,LM-17065,29.99
169796,2015-11-09,Standard,Dp-13240,2339.84
100041,2016-11-20,Standard,BF-10975,328.54
100083,2016-11-24,Standard,CD-11980,24.784
100153,2016-12-13,Standard,KH-16630,63.88
100244,2016-09-20,Standard,GM-14695,475.694
100300,2016-06-24,Second,MJ-17740,4823.09
100307,2016-12-15,Standard,TC-21475,19.44
100468,2016-11-24,Standard,AT-10435,43.46
100510,2016-05-12,Standard,HM-14860,641.98
100587,2016-12-10,Standard,SL-20155,6.48
100671,2016-11-01,First,CS-12490,111.672
100790,2016-06-26,Standard,JG-15805,718.95
100944,2016-09-24,Standard,EH-13765,868.14
100965,2016-07-07,Standard,RM-19375,215.65
100993,2016-02-05,Standard,AZ-10750,918.966
101161,2016-10-13,Standard,BW-11110,279.67
101168,2016-12-25,Standard,SS-20140,21.12
101189,2016-02-04,Standard,JB-15400,93.02
101329,2016-04-22,Standard,MM-17920,35.01
101336,2016-11-13,Standard,CK-12760,279.81
101343,2016-07-17,Standard,RA-19885,77.88
101378,2016-07-14,Same Day,RH-19600,29
101385,2016-09-25,Standard,JW-16075,16.56
101448,2016-02-27,Second,EB-13930,56.82
101469,2016-07-02,Standard,KH-16360,7.7
101525,2016-05-01,Second,CM-12235,140.52
101546,2016-12-18,Standard,GK-14620,1793.98
101623,2016-02-28,Standard,RR-19525,36.48
101630,2016-02-19,Second,CK-12760,34.38
101651,2016-12-24,Standard,SC-20305,83.72
101672,2016-10-03,Standard,DB-12910,1027.676
101693,2016-06-25,Second,LC-17140,117.958
101742,2016-09-23,Second,CR-12580,10.528
101791,2016-05-27,Standard,BS-11665,1328.128
101938,2016-01-07,Standard,DW-13480,34.58
101966,2016-07-14,Second,BM-11785,419.944
101980,2016-08-19,First,RP-19390,448.792
101987,2016-06-24,Standard,HL-15040,440.91
102092,2016-12-09,First,PM-18940,1056.86
102127,2016-06-26,Standard,VP-21760,198.67
102134,2016-03-14,Standard,SP-20545,16.74
102162,2016-09-11,Standard,JF-15565,1611.01
102456,2016-02-27,First,DL-12865,170.88
102498,2016-07-24,First,JG-15160,73.2
102561,2016-07-18,Standard,NK-18490,313.84
102596,2016-12-27,First,RD-19810,17.184
102792,2016-12-13,Standard,JC-15340,9.84
102813,2016-07-02,First,EA-14035,569.902
102932,2016-09-19,Second,SD-20485,53.37
102981,2016-09-06,Second,MO-17500,754.212
103037,2016-07-25,Standard,KH-16630,15.712
103107,2016-07-04,Same Day,RB-19465,274.856
103128,2016-11-11,Standard,SC-20845,14.112
103163,2016-06-07,Standard,FM-14290,9.514
103359,2016-12-22,Standard,LC-16885,25.584
103464,2016-11-18,Standard,PG-18820,595
103709,2016-09-08,Standard,LP-17095,310.86
103730,2016-06-12,First,SC-20725,487.5
103891,2016-07-12,Standard,KH-16690,95.76
103919,2016-10-03,Standard,TP-21565,38.08
103947,2016-04-01,Standard,BB-10990,61.704
103982,2016-03-03,Standard,AA-10315,4406.072
104150,2016-08-03,Second,AG-10330,248.82
104157,2016-07-25,Standard,MT-17815,2503.47
104276,2016-11-27,Standard,HF-14995,447.783
104311,2016-05-02,Standard,AS-10090,36.648
104633,2016-06-12,Standard,EA-14035,198.84
104689,2016-12-01,Standard,FH-14365,23.04
104969,2016-04-08,Standard,EH-14125,129.976
104983,2016-07-03,Same Day,FM-14215,123.92
105018,2016-11-28,Standard,SK-19990,7.16
105081,2016-12-25,Standard,JE-15715,2445.602
105207,2016-01-03,Standard,BO-11350,1604.73
105256,2016-05-20,Same Day,JK-15730,1363.96
105263,2016-08-06,Standard,LM-17065,38.34
105277,2016-12-04,Standard,LM-17065,15.528
105284,2016-11-24,Standard,MG-17650,4.416
105291,2016-10-30,Standard,SP-20920,3.62
105354,2016-12-02,Standard,PW-19030,115.84
105459,2016-08-12,Second,NP-18700,1800.168
105473,2016-04-16,Second,BM-11785,28.8
105494,2016-11-10,First,PC-18745,225.828
105585,2016-08-26,First,RF-19735,165.13
105662,2016-05-05,Standard,RB-19465,270.728
105732,2016-09-13,Standard,AG-10270,2374.73
105746,2016-12-30,First,BD-11605,170.786
105753,2016-10-20,Standard,LC-16960,61.1
105760,2016-06-19,First,KC-16255,17.12
105781,2016-02-16,Standard,JF-15565,416.616
105816,2016-12-11,Standard,JM-15265,1045.21
105900,2016-09-17,Standard,BS-11590,33.4
105963,2016-11-15,Standard,SC-20770,99.39
106075,2016-09-18,Standard,HM-14980,4.616
106243,2016-09-30,Standard,GM-14680,523.92
106278,2016-09-02,Second,BM-11140,281.916
106306,2016-03-08,Same Day,PG-18820,9.702
106341,2016-10-20,First,LF-17185,7.152
106383,2016-03-19,Second,BT-11440,72.294
106397,2016-07-07,Standard,MJ-17740,58.94
106460,2016-02-19,Second,GT-14710,70.88
106530,2016-05-08,Same Day,CL-12565,1110.344
106558,2016-01-17,Standard,DL-13495,316
106621,2016-09-29,Second,DM-12955,10.496
106656,2016-09-23,First,DV-13045,22.98
106894,2016-02-07,Same Day,CA-12265,107.83
106915,2016-11-26,Standard,GA-14515,17.856
106950,2016-09-02,Standard,JE-15715,1854.241
